# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:38:53 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
78.8750 8.2946e+02 7.3135e+02 9.3026e+02 7.3999e+02 9.2189e+02 8.2210e+02 8.3671e+02 7.8990e+02 8.6902e+02 8.9711e+02 7.6746e+02 8.5646e+02 7.3999e+02 9.2189e+02 7.9785e+02
78.9250 8.2681e+02 7.2904e+02 9.2726e+02 7.3764e+02 9.1891e+02 8.1948e+02 8.3404e+02 7.8738e+02 8.6624e+02 8.9423e+02 7.6501e+02 8.5370e+02 7.3764e+02 9.1891e+02 7.9532e+02
78.9750 8.2417e+02 7.2673e+02 9.2426e+02 7.3530e+02 9.1595e+02 8.1686e+02 8.3137e+02 7.8487e+02 8.6347e+02 8.9136e+02 7.6256e+02 8.5096e+02 7.3530e+02 9.1595e+02 7.9280e+02
79.0250 8.2154e+02 7.2443e+02 9.2128e+02 7.3298e+02 9.1299e+02 8.1426e+02 8.2871e+02 7.8237e+02 8.6071e+02 8.8850e+02 7.6013e+02 8.4823e+02 7.3298e+02 9.1299e+02 7.9030e+02
79.0750 8.1892e+02 7.2214e+02 9.1831e+02 7.3066e+02 9.1005e+02 8.1167e+02 8.2607e+02 7.7988e+02 8.5796e+02 8.8565e+02 7.5771e+02 8.4550e+02 7.3066e+02 9.1005e+02 7.8780e+02
79.1250 8.1631e+02 7.1985e+02 9.1536e+02 7.2835e+02 9.0712e+02 8.0909e+02 8.2343e+02 7.7740e+02 8.5522e+02 8.8282e+02 7.5529e+02 8.4279e+02 7.2835e+02 9.0712e+02 7.8531e+02
79.1750 8.1371e+02 7.1758e+02 9.1241e+02 7.2604e+02 9.0419e+02 8.0651e+02 8.2080e+02 7.7493e+02 8.5249e+02 8.7999e+02 7.5288e+02 8.4009e+02 7.2604e+02 9.0419e+02 7.8283e+02
79.2250 8.1112e+02 7.1531e+02 9.0947e+02 7.2375e+02 9.0128e+02 8.0395e+02 8.1818e+02 7.7246e+02 8.4977e+02 8.7717e+02 7.5049e+02 8.3739e+02 7.2375e+02 9.0128e+02 7.8036e+02
79.2750 8.0854e+02 7.1305e+02 9.0655e+02 7.2147e+02 8.9838e+02 8.0139e+02 8.1558e+02 7.7001e+02 8.4706e+02 8.7437e+02 7.4810e+02 8.3471e+02 7.2147e+02 8.9838e+02 7.7790e+02
79.3250 8.0597e+02 7.1080e+02 9.0363e+02 7.1919e+02 8.9549e+02 7.9885e+02 8.1298e+02 7.6757e+02 8.4436e+02 8.7157e+02 7.4572e+02 8.3204e+02 7.1919e+02 8.9549e+02 7.7545e+02
79.3750 8.0340e+02 7.0856e+02 9.0073e+02 7.1692e+02 8.9262e+02 7.9631e+02 8.1039e+02 7.6513e+02 8.4167e+02 8.6879e+02 7.4335e+02 8.2938e+02 7.1692e+02 8.9262e+02 7.7300e+02
79.4250 8.0085e+02 7.0633e+02 8.9784e+02 7.1466e+02 8.8975e+02 7.9378e+02 8.0781e+02 7.6270e+02 8.3900e+02 8.6601e+02 7.4099e+02 8.2672e+02 7.1466e+02 8.8975e+02 7.7057e+02
79.4750 7.9831e+02 7.0410e+02 8.9496e+02 7.1241e+02 8.8689e+02 7.9127e+02 8.0524e+02 7.6028e+02 8.3633e+02 8.6325e+02 7.3863e+02 8.2408e+02 7.1241e+02 8.8689e+02 7.6814e+02
79.5250 7.9577e+02 7.0189e+02 8.9209e+02 7.1016e+02 8.8405e+02 7.8876e+02 8.0268e+02 7.5788e+02 8.3367e+02 8.6050e+02 7.3629e+02 8.2145e+02 7.1016e+02 8.8405e+02 7.6573e+02
79.5750 7.9325e+02 6.9968e+02 8.8922e+02 7.0793e+02 8.8121e+02 7.8626e+02 8.0013e+02 7.5548e+02 8.3102e+02 8.5775e+02 7.3395e+02 8.1882e+02 7.0793e+02 8.8121e+02 7.6332e+02
79.6250 7.9073e+02 6.9748e+02 8.8638e+02 7.0570e+02 8.7839e+02 7.8377e+02 7.9759e+02 7.5308e+02 8.2838e+02 8.5502e+02 7.3162e+02 8.1621e+02 7.0570e+02 8.7839e+02 7.6092e+02
79.6750 7.8823e+02 6.9529e+02 8.8354e+02 7.0348e+02 8.7557e+02 7.8129e+02 7.9506e+02 7.5070e+02 8.2575e+02 8.5230e+02 7.2930e+02 8.1361e+02 7.0348e+02 8.7557e+02 7.5853e+02
79.7250 7.8573e+02 6.9310e+02 8.8071e+02 7.0127e+02 8.7277e+02 7.7882e+02 7.9254e+02 7.4833e+02 8.2313e+02 8.4959e+02 7.2700e+02 8.1101e+02 7.0127e+02 8.7277e+02 7.5615e+02
79.7750 7.8325e+02 6.9093e+02 8.7789e+02 6.9907e+02 8.6998e+02 7.7636e+02 7.9003e+02 7.4596e+02 8.2052e+02 8.4688e+02 7.2469e+02 8.0843e+02 6.9907e+02 8.6998e+02 7.5378e+02
79.8250 7.8077e+02 6.8876e+02 8.7509e+02 6.9688e+02 8.6720e+02 7.7390e+02 7.8752e+02 7.4361e+02 8.1792e+02 8.4419e+02 7.2240e+02 8.0585e+02 6.9688e+02 8.6720e+02 7.5141e+02
79.8750 7.7830e+02 6.8660e+02 8.7229e+02 6.9469e+02 8.6442e+02 7.7146e+02 7.8503e+02 7.4126e+02 8.1533e+02 8.4151e+02 7.2012e+02 8.0329e+02 6.9469e+02 8.6442e+02 7.4906e+02
79.9250 7.7584e+02 6.8445e+02 8.6951e+02 6.9251e+02 8.6166e+02 7.6902e+02 7.8255e+02 7.3892e+02 8.1275e+02 8.3884e+02 7.1784e+02 8.0073e+02 6.9251e+02 8.6166e+02 7.4672e+02
79.9750 7.7339e+02 6.8230e+02 8.6673e+02 6.9034e+02 8.5891e+02 7.6660e+02 7.8007e+02 7.3659e+02 8.1018e+02 8.3617e+02 7.1557e+02 7.9819e+02 6.9034e+02 8.5891e+02 7.4438e+02
80.0250 7.7095e+02 6.8017e+02 8.6397e+02 6.8818e+02 8.5617e+02 7.6418e+02 7.7761e+02 7.3427e+02 8.0762e+02 8.3352e+02 7.1331e+02 7.9565e+02 6.8818e+02 8.5617e+02 7.4205e+02
80.0750 7.6851e+02 6.7804e+02 8.6121e+02 6.8603e+02 8.5344e+02 7.6177e+02 7.7515e+02 7.3196e+02 8.0506e+02 8.3088e+02 7.1106e+02 7.9312e+02 6.8603e+02 8.5344e+02 7.3973e+02
80.1250 7.6609e+02 6.7592e+02 8.5847e+02 6.8388e+02 8.5072e+02 7.5938e+02 7.7270e+02 7.2965e+02 8.0252e+02 8.2825e+02 7.0882e+02 7.9061e+02 6.8388e+02 8.5072e+02 7.3742e+02
80.1750 7.6367e+02 6.7380e+02 8.5573e+02 6.8174e+02 8.4801e+02 7.5699e+02 7.7026e+02 7.2736e+02 7.9999e+02 8.2562e+02 7.0658e+02 7.8810e+02 6.8174e+02 8.4801e+02 7.3511e+02
80.2250 7.6127e+02 6.7170e+02 8.5301e+02 6.7961e+02 8.4531e+02 7.5460e+02 7.6783e+02 7.2507e+02 7.9746e+02 8.2301e+02 7.0436e+02 7.8560e+02 6.7961e+02 8.4531e+02 7.3282e+02
80.2750 7.5887e+02 6.6960e+02 8.5030e+02 6.7749e+02 8.4262e+02 7.5223e+02 7.6541e+02 7.2279e+02 7.9495e+02 8.2040e+02 7.0214e+02 7.8311e+02 6.7749e+02 8.4262e+02 7.3053e+02
80.3250 7.5648e+02 6.6751e+02 8.4759e+02 6.7537e+02 8.3994e+02 7.4987e+02 7.6300e+02 7.2052e+02 7.9244e+02 8.1781e+02 6.9993e+02 7.8063e+02 6.7537e+02 8.3994e+02 7.2825e+02
80.3750 7.5410e+02 6.6543e+02 8.4490e+02 6.7326e+02 8.3727e+02 7.4751e+02 7.6059e+02 7.1825e+02 7.8995e+02 8.1523e+02 6.9773e+02 7.7816e+02 6.7326e+02 8.3727e+02 7.2598e+02
80.4250 7.5173e+02 6.6335e+02 8.4222e+02 6.7116e+02 8.3461e+02 7.4516e+02 7.5820e+02 7.1600e+02 7.8746e+02 8.1265e+02 6.9553e+02 7.7570e+02 6.7116e+02 8.3461e+02 7.2372e+02
80.4750 7.4937e+02 6.6129e+02 8.3954e+02 6.6907e+02 8.3196e+02 7.4283e+02 7.5581e+02 7.1375e+02 7.8498e+02 8.1008e+02 6.9335e+02 7.7324e+02 6.6907e+02 8.3196e+02 7.2147e+02
80.5250 7.4702e+02 6.5923e+02 8.3688e+02 6.6699e+02 8.2932e+02 7.4050e+02 7.5344e+02 7.1152e+02 7.8251e+02 8.0753e+02 6.9117e+02 7.7080e+02 6.6699e+02 8.2932e+02 7.1922e+02
80.5750 7.4467e+02 6.5717e+02 8.3422e+02 6.6491e+02 8.2669e+02 7.3818e+02 7.5107e+02 7.0929e+02 7.8005e+02 8.0498e+02 6.8900e+02 7.6836e+02 6.6491e+02 8.2669e+02 7.1699e+02
80.6250 7.4233e+02 6.5513e+02 8.3158e+02 6.6284e+02 8.2407e+02 7.3586e+02 7.4871e+02 7.0707e+02 7.7760e+02 8.0244e+02 6.8684e+02 7.6594e+02 6.6284e+02 8.2407e+02 7.1476e+02
80.6750 7.4001e+02 6.5309e+02 8.2895e+02 6.6078e+02 8.2146e+02 7.3356e+02 7.4636e+02 7.0485e+02 7.7516e+02 7.9992e+02 6.8469e+02 7.6352e+02 6.6078e+02 8.2146e+02 7.1253e+02
80.7250 7.3769e+02 6.5106e+02 8.2632e+02 6.5873e+02 8.1886e+02 7.3126e+02 7.4402e+02 7.0265e+02 7.7273e+02 7.9740e+02 6.8254e+02 7.6111e+02 6.5873e+02 8.1886e+02 7.1032e+02
80.7750 7.3538e+02 6.4904e+02 8.2371e+02 6.5668e+02 8.1627e+02 7.2898e+02 7.4168e+02 7.0045e+02 7.7030e+02 7.9489e+02 6.8040e+02 7.5871e+02 6.5668e+02 8.1627e+02 7.0812e+02
80.8250 7.3308e+02 6.4702e+02 8.2110e+02 6.5464e+02 8.1368e+02 7.2670e+02 7.3936e+02 6.9826e+02 7.6789e+02 7.9239e+02 6.7827e+02 7.5632e+02 6.5464e+02 8.1368e+02 7.0592e+02
80.8750 7.3078e+02 6.4502e+02 8.1851e+02 6.5261e+02 8.1111e+02 7.2443e+02 7.3704e+02 6.9608e+02 7.6548e+02 7.8990e+02 6.7615e+02 7.5394e+02 6.5261e+02 8.1111e+02 7.0373e+02
80.9250 7.2850e+02 6.4302e+02 8.1592e+02 6.5058e+02 8.0855e+02 7.2216e+02 7.3473e+02 6.9391e+02 7.6308e+02 7.8741e+02 6.7403e+02 7.5157e+02 6.5058e+02 8.0855e+02 7.0155e+02
80.9750 7.2622e+02 6.4102e+02 8.1335e+02 6.4857e+02 8.0600e+02 7.1991e+02 7.3243e+02 6.9174e+02 7.6069e+02 7.8494e+02 6.7193e+02 7.4921e+02 6.4857e+02 8.0600e+02 6.9938e+02
81.0250 7.2395e+02 6.3904e+02 8.1078e+02 6.4656e+02 8.0345e+02 7.1766e+02 7.3014e+02 6.8958e+02 7.5831e+02 7.8248e+02 6.6983e+02 7.4685e+02 6.4656e+02 8.0345e+02 6.9721e+02
81.0750 7.2169e+02 6.3706e+02 8.0822e+02 6.4455e+02 8.0092e+02 7.1543e+02 7.2786e+02 6.8743e+02 7.5594e+02 7.8002e+02 6.6774e+02 7.4450e+02 6.4455e+02 8.0092e+02 6.9506e+02
81.1250 7.1944e+02 6.3509e+02 8.0568e+02 6.4256e+02 7.9839e+02 7.1320e+02 7.2559e+02 6.8529e+02 7.5358e+02 7.7758e+02 6.6565e+02 7.4216e+02 6.4256e+02 7.9839e+02 6.9291e+02
81.1750 7.1719e+02 6.3312e+02 8.0314e+02 6.4057e+02 7.9588e+02 7.1098e+02 7.2332e+02 6.8316e+02 7.5123e+02 7.7514e+02 6.6358e+02 7.3984e+02 6.4057e+02 7.9588e+02 6.9076e+02
81.2250 7.1496e+02 6.3116e+02 8.0061e+02 6.3859e+02 7.9337e+02 7.0876e+02 7.2106e+02 6.8103e+02 7.4888e+02 7.7271e+02 6.6151e+02 7.3751e+02 6.3859e+02 7.9337e+02 6.8863e+02
81.2750 7.1273e+02 6.2921e+02 7.9809e+02 6.3662e+02 7.9087e+02 7.0656e+02 7.1881e+02 6.7891e+02 7.4654e+02 7.7029e+02 6.5945e+02 7.3520e+02 6.3662e+02 7.9087e+02 6.8650e+02
81.3250 7.1051e+02 6.2727e+02 7.9558e+02 6.3465e+02 7.8838e+02 7.0436e+02 7.1657e+02 6.7680e+02 7.4421e+02 7.6788e+02 6.5739e+02 7.3290e+02 6.3465e+02 7.8838e+02 6.8439e+02
81.3750 7.0830e+02 6.2533e+02 7.9308e+02 6.3269e+02 7.8590e+02 7.0217e+02 7.1434e+02 6.7470e+02 7.4189e+02 7.6548e+02 6.5535e+02 7.3060e+02 6.3269e+02 7.8590e+02 6.8228e+02
81.4250 7.0610e+02 6.2341e+02 7.9059e+02 6.3074e+02 7.8343e+02 6.9999e+02 7.1211e+02 6.7261e+02 7.3958e+02 7.6309e+02 6.5331e+02 7.2832e+02 6.3074e+02 7.8343e+02 6.8017e+02
81.4750 7.0390e+02 6.2148e+02 7.8811e+02 6.2879e+02 7.8097e+02 6.9782e+02 7.0989e+02 6.7052e+02 7.3728e+02 7.6071e+02 6.5127e+02 7.2604e+02 6.2879e+02 7.8097e+02 6.7808e+02
81.5250 7.0171e+02 6.1957e+02 7.8563e+02 6.2685e+02 7.7852e+02 6.9565e+02 7.0769e+02 6.6844e+02 7.3499e+02 7.5833e+02 6.4925e+02 7.2377e+02 6.2685e+02 7.7852e+02 6.7599e+02
81.5750 6.9953e+02 6.1766e+02 7.8317e+02 6.2492e+02 7.7608e+02 6.9349e+02 7.0549e+02 6.6637e+02 7.3270e+02 7.5597e+02 6.4723e+02 7.2150e+02 6.2492e+02 7.7608e+02 6.7391e+02
81.6250 6.9736e+02 6.1576e+02 7.8071e+02 6.2300e+02 7.7365e+02 6.9134e+02 7.0329e+02 6.6430e+02 7.3042e+02 7.5361e+02 6.4522e+02 7.1925e+02 6.2300e+02 7.7365e+02 6.7184e+02
81.6750 6.9520e+02 6.1386e+02 7.7827e+02 6.2108e+02 7.7122e+02 6.8920e+02 7.0111e+02 6.6224e+02 7.2815e+02 7.5126e+02 6.4322e+02 7.1700e+02 6.2108e+02 7.7122e+02 6.6977e+02
81.7250 6.9304e+02 6.1198e+02 7.7583e+02 6.1917e+02 7.6880e+02 6.8707e+02 6.9893e+02 6.6019e+02 7.2589e+02 7.4892e+02 6.4123e+02 7.1477e+02 6.1917e+02 7.6880e+02 6.6771e+02
81.7750 6.9089e+02 6.1009e+02 7.7340e+02 6.1727e+02 7.6640e+02 6.8494e+02 6.9676e+02 6.5815e+02 7.2364e+02 7.4659e+02 6.3924e+02 7.1254e+02 6.1727e+02 7.6640e+02 6.6566e+02
81.8250 6.8875e+02 6.0822e+02 7.7098e+02 6.1537e+02 7.6400e+02 6.8282e+02 6.9460e+02 6.5611e+02 7.2139e+02 7.4426e+02 6.3726e+02 7.1032e+02 6.1537e+02 7.6400e+02 6.6362e+02
81.8750 6.8662e+02 6.0635e+02 7.6857e+02 6.1348e+02 7.6161e+02 6.8071e+02 6.9245e+02 6.5409e+02 7.1915e+02 7.4195e+02 6.3528e+02 7.0811e+02 6.1348e+02 7.6161e+02 6.6158e+02
81.9250 6.8450e+02 6.0449e+02 7.6617e+02 6.1160e+02 7.5923e+02 6.7860e+02 6.9030e+02 6.5207e+02 7.1692e+02 7.3964e+02 6.3332e+02 7.0590e+02 6.1160e+02 7.5923e+02 6.5955e+02
81.9750 6.8238e+02 6.0264e+02 7.6378e+02 6.0972e+02 7.5686e+02 6.7651e+02 6.8816e+02 6.5005e+02 7.1470e+02 7.3734e+02 6.3136e+02 7.0370e+02 6.0972e+02 7.5686e+02 6.5753e+02
82.0250 6.8027e+02 6.0079e+02 7.6139e+02 6.0785e+02 7.5449e+02 6.7442e+02 6.8603e+02 6.4805e+02 7.1249e+02 7.3505e+02 6.2941e+02 7.0151e+02 6.0785e+02 7.5449e+02 6.5552e+02
82.0750 6.7817e+02 5.9895e+02 7.5902e+02 6.0599e+02 7.5214e+02 6.7234e+02 6.8391e+02 6.4605e+02 7.1029e+02 7.3277e+02 6.2746e+02 6.9933e+02 6.0599e+02 7.5214e+02 6.5351e+02
82.1250 6.7607e+02 5.9712e+02 7.5665e+02 6.0413e+02 7.4979e+02 6.7026e+02 6.8179e+02 6.4405e+02 7.0809e+02 7.3050e+02 6.2552e+02 6.9716e+02 6.0413e+02 7.4979e+02 6.5151e+02
82.1750 6.7399e+02 5.9529e+02 7.5429e+02 6.0228e+02 7.4746e+02 6.6820e+02 6.7969e+02 6.4207e+02 7.0590e+02 7.2823e+02 6.2359e+02 6.9500e+02 6.0228e+02 7.4746e+02 6.4952e+02
82.2250 6.7191e+02 5.9347e+02 7.5194e+02 6.0044e+02 7.4513e+02 6.6614e+02 6.7759e+02 6.4009e+02 7.0372e+02 7.2598e+02 6.2167e+02 6.9284e+02 6.0044e+02 7.4513e+02 6.4753e+02
82.2750 6.6983e+02 5.9165e+02 7.4960e+02 5.9860e+02 7.4281e+02 6.6409e+02 6.7550e+02 6.3812e+02 7.0155e+02 7.2373e+02 6.1975e+02 6.9069e+02 5.9860e+02 7.4281e+02 6.4556e+02
82.3250 6.6777e+02 5.8984e+02 7.4727e+02 5.9677e+02 7.4050e+02 6.6204e+02 6.7341e+02 6.3616e+02 6.9938e+02 7.2149e+02 6.1784e+02 6.8855e+02 5.9677e+02 7.4050e+02 6.4358e+02
82.3750 6.6571e+02 5.8804e+02 7.4494e+02 5.9495e+02 7.3819e+02 6.6001e+02 6.7134e+02 6.3420e+02 6.9722e+02 7.1925e+02 6.1594e+02 6.8641e+02 5.9495e+02 7.3819e+02 6.4162e+02
82.4250 6.6366e+02 5.8625e+02 7.4263e+02 5.9313e+02 7.3590e+02 6.5798e+02 6.6927e+02 6.3225e+02 6.9507e+02 7.1703e+02 6.1404e+02 6.8429e+02 5.9313e+02 7.3590e+02 6.3966e+02
82.4750 6.6162e+02 5.8446e+02 7.4032e+02 5.9132e+02 7.3361e+02 6.5596e+02 6.6720e+02 6.3031e+02 6.9293e+02 7.1481e+02 6.1215e+02 6.8217e+02 5.9132e+02 7.3361e+02 6.3771e+02
82.5250 6.5959e+02 5.8268e+02 7.3802e+02 5.8952e+02 7.3133e+02 6.5394e+02 6.6515e+02 6.2838e+02 6.9080e+02 7.1261e+02 6.1027e+02 6.8006e+02 5.8952e+02 7.3133e+02 6.3577e+02
82.5750 6.5756e+02 5.8090e+02 7.3573e+02 5.8772e+02 7.2906e+02 6.5193e+02 6.6310e+02 6.2645e+02 6.8867e+02 7.1040e+02 6.0839e+02 6.7796e+02 5.8772e+02 7.2906e+02 6.3383e+02
82.6250 6.5554e+02 5.7913e+02 7.3345e+02 5.8593e+02 7.2680e+02 6.4993e+02 6.6106e+02 6.2453e+02 6.8655e+02 7.0821e+02 6.0652e+02 6.7586e+02 5.8593e+02 7.2680e+02 6.3190e+02
82.6750 6.5353e+02 5.7737e+02 7.3118e+02 5.8415e+02 7.2454e+02 6.4794e+02 6.5903e+02 6.2261e+02 6.8444e+02 7.0603e+02 6.0466e+02 6.7377e+02 5.8415e+02 7.2454e+02 6.2998e+02
82.7250 6.5152e+02 5.7561e+02 7.2891e+02 5.8237e+02 7.2230e+02 6.4596e+02 6.5700e+02 6.2071e+02 6.8234e+02 7.0385e+02 6.0280e+02 6.7169e+02 5.8237e+02 7.2230e+02 6.2807e+02
82.7750 6.4952e+02 5.7386e+02 7.2665e+02 5.8060e+02 7.2006e+02 6.4398e+02 6.5499e+02 6.1880e+02 6.8024e+02 7.0168e+02 6.0096e+02 6.6962e+02 5.8060e+02 7.2006e+02 6.2616e+02
82.8250 6.4753e+02 5.7211e+02 7.2441e+02 5.7883e+02 7.1783e+02 6.4200e+02 6.5298e+02 6.1691e+02 6.7815e+02 6.9952e+02 5.9911e+02 6.6755e+02 5.7883e+02 7.1783e+02 6.2425e+02
82.8750 6.4555e+02 5.7037e+02 7.2216e+02 5.7707e+02 7.1561e+02 6.4004e+02 6.5097e+02 6.1502e+02 6.7607e+02 6.9737e+02 5.9728e+02 6.6550e+02 5.7707e+02 7.1561e+02 6.2236e+02
82.9250 6.4357e+02 5.6864e+02 7.1993e+02 5.7532e+02 7.1340e+02 6.3808e+02 6.4898e+02 6.1314e+02 6.7400e+02 6.9522e+02 5.9545e+02 6.6345e+02 5.7532e+02 7.1340e+02 6.2047e+02
82.9750 6.4160e+02 5.6692e+02 7.1771e+02 5.7357e+02 7.1119e+02 6.3613e+02 6.4699e+02 6.1127e+02 6.7193e+02 6.9309e+02 5.9362e+02 6.6140e+02 5.7357e+02 7.1119e+02 6.1859e+02
83.0250 6.3963e+02 5.6520e+02 7.1549e+02 5.7183e+02 7.0900e+02 6.3419e+02 6.4501e+02 6.0940e+02 6.6987e+02 6.9096e+02 5.9181e+02 6.5937e+02 5.7183e+02 7.0900e+02 6.1671e+02
83.0750 6.3768e+02 5.6348e+02 7.1328e+02 5.7010e+02 7.0681e+02 6.3225e+02 6.4303e+02 6.0754e+02 6.6782e+02 6.8883e+02 5.9000e+02 6.5734e+02 5.7010e+02 7.0681e+02 6.1485e+02
83.1250 6.3573e+02 5.6177e+02 7.1108e+02 5.6837e+02 7.0463e+02 6.3032e+02 6.4106e+02 6.0569e+02 6.6577e+02 6.8672e+02 5.8819e+02 6.5532e+02 5.6837e+02 7.0463e+02 6.1298e+02
83.1750 6.3379e+02 5.6007e+02 7.0889e+02 5.6665e+02 7.0245e+02 6.2840e+02 6.3910e+02 6.0384e+02 6.6374e+02 6.8461e+02 5.8640e+02 6.5330e+02 5.6665e+02 7.0245e+02 6.1113e+02
83.2250 6.3185e+02 5.5838e+02 7.0670e+02 5.6493e+02 7.0029e+02 6.2648e+02 6.3715e+02 6.0200e+02 6.6171e+02 6.8251e+02 5.8461e+02 6.5130e+02 5.6493e+02 7.0029e+02 6.0928e+02
83.2750 6.2992e+02 5.5669e+02 7.0453e+02 5.6322e+02 6.9813e+02 6.2457e+02 6.3520e+02 6.0017e+02 6.5969e+02 6.8042e+02 5.8282e+02 6.4930e+02 5.6322e+02 6.9813e+02 6.0744e+02
83.3250 6.2800e+02 5.5500e+02 7.0236e+02 5.6152e+02 6.9598e+02 6.2267e+02 6.3326e+02 5.9834e+02 6.5767e+02 6.7834e+02 5.8104e+02 6.4730e+02 5.6152e+02 6.9598e+02 6.0560e+02
83.3750 6.2609e+02 5.5333e+02 7.0020e+02 5.5982e+02 6.9384e+02 6.2077e+02 6.3133e+02 5.9652e+02 6.5566e+02 6.7626e+02 5.7927e+02 6.4532e+02 5.5982e+02 6.9384e+02 6.0377e+02
83.4250 6.2418e+02 5.5165e+02 6.9804e+02 5.5813e+02 6.9170e+02 6.1888e+02 6.2940e+02 5.9471e+02 6.5366e+02 6.7419e+02 5.7750e+02 6.4334e+02 5.5813e+02 6.9170e+02 6.0195e+02
83.4750 6.2228e+02 5.4999e+02 6.9590e+02 5.5644e+02 6.8958e+02 6.1700e+02 6.2748e+02 5.9290e+02 6.5167e+02 6.7213e+02 5.7575e+02 6.4137e+02 5.5644e+02 6.8958e+02 6.0013e+02
83.5250 6.2039e+02 5.4833e+02 6.9376e+02 5.5476e+02 6.8746e+02 6.1513e+02 6.2557e+02 5.9110e+02 6.4968e+02 6.7007e+02 5.7399e+02 6.3941e+02 5.5476e+02 6.8746e+02 5.9832e+02
83.5750 6.1850e+02 5.4667e+02 6.9163e+02 5.5309e+02 6.8535e+02 6.1326e+02 6.2367e+02 5.8930e+02 6.4770e+02 6.6802e+02 5.7225e+02 6.3745e+02 5.5309e+02 6.8535e+02 5.9652e+02
83.6250 6.1662e+02 5.4503e+02 6.8951e+02 5.5142e+02 6.8324e+02 6.1139e+02 6.2177e+02 5.8751e+02 6.4573e+02 6.6598e+02 5.7051e+02 6.3550e+02 5.5142e+02 6.8324e+02 5.9472e+02
83.6750 6.1475e+02 5.4338e+02 6.8739e+02 5.4976e+02 6.8114e+02 6.0954e+02 6.1988e+02 5.8573e+02 6.4376e+02 6.6395e+02 5.6877e+02 6.3356e+02 5.4976e+02 6.8114e+02 5.9293e+02
83.7250 6.1288e+02 5.4175e+02 6.8528e+02 5.4810e+02 6.7906e+02 6.0769e+02 6.1799e+02 5.8395e+02 6.4181e+02 6.6192e+02 5.6704e+02 6.3162e+02 5.4810e+02 6.7906e+02 5.9115e+02
83.7750 6.1102e+02 5.4012e+02 6.8318e+02 5.4645e+02 6.7697e+02 6.0585e+02 6.1611e+02 5.8218e+02 6.3986e+02 6.5991e+02 5.6532e+02 6.2969e+02 5.4645e+02 6.7697e+02 5.8937e+02
83.8250 6.0916e+02 5.3849e+02 6.8109e+02 5.4481e+02 6.7490e+02 6.0401e+02 6.1424e+02 5.8042e+02 6.3791e+02 6.5789e+02 5.6361e+02 6.2777e+02 5.4481e+02 6.7490e+02 5.8760e+02
83.8750 6.0732e+02 5.3687e+02 6.7901e+02 5.4317e+02 6.7283e+02 6.0218e+02 6.1238e+02 5.7866e+02 6.3597e+02 6.5589e+02 5.6190e+02 6.2586e+02 5.4317e+02 6.7283e+02 5.8583e+02
83.9250 6.0547e+02 5.3526e+02 6.7693e+02 5.4153e+02 6.7077e+02 6.0036e+02 6.1052e+02 5.7691e+02 6.3404e+02 6.5389e+02 5.6019e+02 6.2395e+02 5.4153e+02 6.7077e+02 5.8407e+02
83.9750 6.0364e+02 5.3365e+02 6.7486e+02 5.3991e+02 6.6872e+02 5.9854e+02 6.0866e+02 5.7517e+02 6.3212e+02 6.5190e+02 5.5850e+02 6.2204e+02 5.3991e+02 6.6872e+02 5.8232e+02
84.0250 6.0181e+02 5.3205e+02 6.7280e+02 5.3828e+02 6.6668e+02 5.9673e+02 6.0682e+02 5.7343e+02 6.3020e+02 6.4992e+02 5.5680e+02 6.2015e+02 5.3828e+02 6.6668e+02 5.8057e+02
84.0750 5.9999e+02 5.3045e+02 6.7074e+02 5.3667e+02 6.6464e+02 5.9493e+02 6.0498e+02 5.7169e+02 6.2829e+02 6.4795e+02 5.5512e+02 6.1826e+02 5.3667e+02 6.6464e+02 5.7883e+02
84.1250 5.9817e+02 5.2886e+02 6.6869e+02 5.3506e+02 6.6261e+02 5.9313e+02 6.0315e+02 5.6997e+02 6.2639e+02 6.4598e+02 5.5344e+02 6.1638e+02 5.3506e+02 6.6261e+02 5.7710e+02
84.1750 5.9637e+02 5.2727e+02 6.6665e+02 5.3346e+02 6.6059e+02 5.9134e+02 6.0132e+02 5.6825e+02 6.2449e+02 6.4401e+02 5.5176e+02 6.1451e+02 5.3346e+02 6.6059e+02 5.7537e+02
84.2250 5.9456e+02 5.2569e+02 6.6462e+02 5.3186e+02 6.5858e+02 5.8955e+02 5.9950e+02 5.6653e+02 6.2260e+02 6.4206e+02 5.5010e+02 6.1264e+02 5.3186e+02 6.5858e+02 5.7365e+02
84.2750 5.9277e+02 5.2412e+02 6.6259e+02 5.3026e+02 6.5657e+02 5.8778e+02 5.9769e+02 5.6483e+02 6.2072e+02 6.4011e+02 5.4843e+02 6.1078e+02 5.3026e+02 6.5657e+02 5.7193e+02
