# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:38:53 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
15.7750 9.2065e+05 7.0931e+05 1.2257e+06 7.2359e+05 1.2155e+06 8.7251e+05 9.7164e+05 8.6135e+05 9.7995e+05 1.0210e+06 8.4747e+05 1.0543e+06 7.2359e+05 1.2155e+06 7.4465e+05
15.8250 9.1068e+05 7.0188e+05 1.2119e+06 7.1597e+05 1.2018e+06 8.6319e+05 9.6097e+05 8.5210e+05 9.6926e+05 1.0100e+06 8.3824e+05 1.0425e+06 7.1597e+05 1.2018e+06 7.3701e+05
15.8750 9.0084e+05 6.9454e+05 1.1983e+06 7.0844e+05 1.1884e+06 8.5399e+05 9.5044e+05 8.4297e+05 9.5871e+05 9.9925e+05 8.2912e+05 1.0309e+06 7.0844e+05 1.1884e+06 7.2947e+05
15.9250 8.9112e+05 6.8728e+05 1.1849e+06 7.0100e+05 1.1750e+06 8.4490e+05 9.4004e+05 8.3394e+05 9.4829e+05 9.8858e+05 8.2011e+05 1.0195e+06 7.0100e+05 1.1750e+06 7.2201e+05
15.9750 8.8152e+05 6.8012e+05 1.1716e+06 6.9366e+05 1.1619e+06 8.3593e+05 9.2977e+05 8.2504e+05 9.3800e+05 9.7805e+05 8.1122e+05 1.0082e+06 6.9366e+05 1.1619e+06 7.1465e+05
16.0250 8.7204e+05 6.7304e+05 1.1585e+06 6.8640e+05 1.1490e+06 8.2706e+05 9.1963e+05 8.1624e+05 9.2785e+05 9.6764e+05 8.0245e+05 9.9699e+05 6.8640e+05 1.1490e+06 7.0737e+05
16.0750 8.6268e+05 6.6605e+05 1.1456e+06 6.7923e+05 1.1362e+06 8.1830e+05 9.0962e+05 8.0755e+05 9.1782e+05 9.5736e+05 7.9378e+05 9.8597e+05 6.7923e+05 1.1362e+06 7.0017e+05
16.1250 8.5344e+05 6.5915e+05 1.1328e+06 6.7215e+05 1.1235e+06 8.0966e+05 8.9974e+05 7.9896e+05 9.0791e+05 9.4721e+05 7.8523e+05 9.7510e+05 6.7215e+05 1.1235e+06 6.9306e+05
16.1750 8.4431e+05 6.5232e+05 1.1203e+06 6.6516e+05 1.1111e+06 8.0112e+05 8.8998e+05 7.9049e+05 8.9814e+05 9.3718e+05 7.7678e+05 9.6436e+05 6.6516e+05 1.1111e+06 6.8604e+05
16.2250 8.3530e+05 6.4558e+05 1.1078e+06 6.5825e+05 1.0988e+06 7.9268e+05 8.8035e+05 7.8212e+05 8.8848e+05 9.2728e+05 7.6844e+05 9.5376e+05 6.5825e+05 1.0988e+06 6.7910e+05
16.2750 8.2640e+05 6.3892e+05 1.0956e+06 6.5142e+05 1.0866e+06 7.8434e+05 8.7084e+05 7.7385e+05 8.7895e+05 9.1749e+05 7.6020e+05 9.4330e+05 6.5142e+05 1.0866e+06 6.7223e+05
16.3250 8.1760e+05 6.3235e+05 1.0835e+06 6.4468e+05 1.0746e+06 7.7611e+05 8.6144e+05 7.6568e+05 8.6953e+05 9.0783e+05 7.5207e+05 9.3297e+05 6.4468e+05 1.0746e+06 6.6545e+05
16.3750 8.0892e+05 6.2585e+05 1.0715e+06 6.3802e+05 1.0628e+06 7.6798e+05 8.5217e+05 7.5761e+05 8.6023e+05 8.9828e+05 7.4404e+05 9.2277e+05 6.3802e+05 1.0628e+06 6.5875e+05
16.4250 8.0035e+05 6.1942e+05 1.0597e+06 6.3144e+05 1.0511e+06 7.5995e+05 8.4301e+05 7.4964e+05 8.5105e+05 8.8885e+05 7.3611e+05 9.1270e+05 6.3144e+05 1.0511e+06 6.5213e+05
16.4750 7.9188e+05 6.1308e+05 1.0481e+06 6.2494e+05 1.0396e+06 7.5201e+05 8.3397e+05 7.4177e+05 8.4198e+05 8.7953e+05 7.2828e+05 9.0276e+05 6.2494e+05 1.0396e+06 6.4558e+05
16.5250 7.8352e+05 6.0681e+05 1.0366e+06 6.1852e+05 1.0282e+06 7.4418e+05 8.2504e+05 7.3400e+05 8.3303e+05 8.7033e+05 7.2055e+05 8.9295e+05 6.1852e+05 1.0282e+06 6.3911e+05
16.5750 7.7525e+05 6.0062e+05 1.0252e+06 6.1217e+05 1.0169e+06 7.3643e+05 8.1622e+05 7.2632e+05 8.2419e+05 8.6123e+05 7.1291e+05 8.8326e+05 6.1217e+05 1.0169e+06 6.3272e+05
16.6250 7.6709e+05 5.9450e+05 1.0140e+06 6.0590e+05 1.0058e+06 7.2878e+05 8.0751e+05 7.1873e+05 8.1546e+05 8.5225e+05 7.0537e+05 8.7370e+05 6.0590e+05 1.0058e+06 6.2640e+05
16.6750 7.5904e+05 5.8845e+05 1.0029e+06 5.9971e+05 9.9485e+05 7.2123e+05 7.9891e+05 7.1124e+05 8.0683e+05 8.4338e+05 6.9792e+05 8.6425e+05 5.9971e+05 9.9485e+05 6.2015e+05
16.7250 7.5107e+05 5.8248e+05 9.9200e+05 5.9359e+05 9.8403e+05 7.1376e+05 7.9042e+05 7.0384e+05 7.9831e+05 8.3461e+05 6.9056e+05 8.5493e+05 5.9359e+05 9.8403e+05 6.1398e+05
16.7750 7.4321e+05 5.7657e+05 9.8122e+05 5.8754e+05 9.7334e+05 7.0639e+05 7.8203e+05 6.9652e+05 7.8990e+05 8.2595e+05 6.8330e+05 8.4572e+05 5.8754e+05 9.7334e+05 6.0788e+05
16.8250 7.3544e+05 5.7074e+05 9.7057e+05 5.8157e+05 9.6279e+05 6.9910e+05 7.7375e+05 6.8930e+05 7.8159e+05 8.1739e+05 6.7612e+05 8.3663e+05 5.8157e+05 9.6279e+05 6.0185e+05
16.8750 7.2777e+05 5.6497e+05 9.6005e+05 5.7567e+05 9.5237e+05 6.9191e+05 7.6557e+05 6.8216e+05 7.7339e+05 8.0894e+05 6.6904e+05 8.2765e+05 5.7567e+05 9.5237e+05 5.9588e+05
16.9250 7.2020e+05 5.5928e+05 9.4967e+05 5.6984e+05 9.4208e+05 6.8480e+05 7.5749e+05 6.7511e+05 7.6528e+05 8.0059e+05 6.6204e+05 8.1879e+05 5.6984e+05 9.4208e+05 5.8999e+05
16.9750 7.1271e+05 5.5365e+05 9.3942e+05 5.6407e+05 9.3192e+05 6.7777e+05 7.4952e+05 6.6815e+05 7.5728e+05 7.9234e+05 6.5512e+05 8.1004e+05 5.6407e+05 9.3192e+05 5.8417e+05
17.0250 7.0532e+05 5.4809e+05 9.2929e+05 5.5838e+05 9.2189e+05 6.7083e+05 7.4164e+05 6.6126e+05 7.4937e+05 7.8418e+05 6.4830e+05 8.0139e+05 5.5838e+05 9.2189e+05 5.7841e+05
17.0750 6.9801e+05 5.4259e+05 9.1930e+05 5.5275e+05 9.1199e+05 6.6397e+05 7.3385e+05 6.5447e+05 7.4156e+05 7.7613e+05 6.4155e+05 7.9286e+05 5.5275e+05 9.1199e+05 5.7272e+05
17.1250 6.9080e+05 5.3716e+05 9.0942e+05 5.4719e+05 9.0221e+05 6.5720e+05 7.2616e+05 6.4775e+05 7.3385e+05 7.6817e+05 6.3489e+05 7.8443e+05 5.4719e+05 9.0221e+05 5.6709e+05
17.1750 6.8367e+05 5.3179e+05 8.9968e+05 5.4170e+05 8.9255e+05 6.5050e+05 7.1857e+05 6.4111e+05 7.2623e+05 7.6030e+05 6.2831e+05 7.7611e+05 5.4170e+05 8.9255e+05 5.6153e+05
17.2250 6.7663e+05 5.2649e+05 8.9005e+05 5.3627e+05 8.8301e+05 6.4389e+05 7.1107e+05 6.3456e+05 7.1870e+05 7.5253e+05 6.2181e+05 7.6789e+05 5.3627e+05 8.8301e+05 5.5603e+05
17.2750 6.6967e+05 5.2125e+05 8.8055e+05 5.3091e+05 8.7359e+05 6.3736e+05 7.0367e+05 6.2808e+05 7.1126e+05 7.4485e+05 6.1539e+05 7.5977e+05 5.3091e+05 8.7359e+05 5.5060e+05
17.3250 6.6280e+05 5.1607e+05 8.7116e+05 5.2561e+05 8.6429e+05 6.3090e+05 6.9635e+05 6.2168e+05 7.0392e+05 7.3726e+05 6.0905e+05 7.5176e+05 5.2561e+05 8.6429e+05 5.4522e+05
17.3750 6.5601e+05 5.1095e+05 8.6189e+05 5.2037e+05 8.5511e+05 6.2452e+05 6.8912e+05 6.1536e+05 6.9666e+05 7.2977e+05 6.0279e+05 7.4384e+05 5.2037e+05 8.5511e+05 5.3991e+05
17.4250 6.4930e+05 5.0589e+05 8.5274e+05 5.1519e+05 8.4603e+05 6.1821e+05 6.8198e+05 6.0911e+05 6.8950e+05 7.2236e+05 5.9660e+05 7.3602e+05 5.1519e+05 8.4603e+05 5.3466e+05
17.4750 6.4268e+05 5.0089e+05 8.4370e+05 5.1008e+05 8.3708e+05 6.1198e+05 6.7493e+05 6.0294e+05 6.8242e+05 7.1504e+05 5.9049e+05 7.2830e+05 5.1008e+05 8.3708e+05 5.2947e+05
17.5250 6.3613e+05 4.9594e+05 8.3477e+05 5.0502e+05 8.2823e+05 6.0583e+05 6.6797e+05 5.9684e+05 6.7542e+05 7.0780e+05 5.8445e+05 7.2067e+05 5.0502e+05 8.2823e+05 5.2434e+05
17.5750 6.2966e+05 4.9106e+05 8.2596e+05 5.0002e+05 8.1949e+05 5.9974e+05 6.6108e+05 5.9081e+05 6.6851e+05 7.0066e+05 5.7848e+05 7.1314e+05 5.0002e+05 8.1949e+05 5.1926e+05
17.6250 6.2327e+05 4.8623e+05 8.1725e+05 4.9508e+05 8.1086e+05 5.9374e+05 6.5429e+05 5.8485e+05 6.6169e+05 6.9359e+05 5.7259e+05 7.0570e+05 4.9508e+05 8.1086e+05 5.1424e+05
17.6750 6.1696e+05 4.8146e+05 8.0865e+05 4.9020e+05 8.0234e+05 5.8780e+05 6.4757e+05 5.7897e+05 6.5494e+05 6.8661e+05 5.6677e+05 6.9835e+05 4.9020e+05 8.0234e+05 5.0928e+05
17.7250 6.1072e+05 4.7674e+05 8.0015e+05 4.8538e+05 7.9392e+05 5.8192e+05 6.4094e+05 5.7315e+05 6.4828e+05 6.7971e+05 5.6101e+05 6.9109e+05 4.8538e+05 7.9392e+05 5.0438e+05
17.7750 6.0455e+05 4.7208e+05 7.9176e+05 4.8061e+05 7.8560e+05 5.7612e+05 6.3438e+05 5.6740e+05 6.4170e+05 6.7289e+05 5.5533e+05 6.8392e+05 4.8061e+05 7.8560e+05 4.9953e+05
17.8250 5.9846e+05 4.6747e+05 7.8348e+05 4.7590e+05 7.7739e+05 5.7039e+05 6.2791e+05 5.6172e+05 6.3519e+05 6.6615e+05 5.4971e+05 6.7684e+05 4.7590e+05 7.7739e+05 4.9474e+05
17.8750 5.9244e+05 4.6291e+05 7.7529e+05 4.7124e+05 7.6927e+05 5.6472e+05 6.2151e+05 5.5611e+05 6.2876e+05 6.5949e+05 5.4416e+05 6.6984e+05 4.7124e+05 7.6927e+05 4.8999e+05
17.9250 5.8649e+05 4.5841e+05 7.6721e+05 4.6663e+05 7.6126e+05 5.5912e+05 6.1519e+05 5.5056e+05 6.2241e+05 6.5291e+05 5.3868e+05 6.6293e+05 4.6663e+05 7.6126e+05 4.8530e+05
17.9750 5.8061e+05 4.5395e+05 7.5922e+05 4.6208e+05 7.5334e+05 5.5358e+05 6.0894e+05 5.4508e+05 6.1614e+05 6.4640e+05 5.3326e+05 6.5610e+05 4.6208e+05 7.5334e+05 4.8067e+05
18.0250 5.7480e+05 4.4955e+05 7.5133e+05 4.5758e+05 7.4552e+05 5.4811e+05 6.0276e+05 5.3966e+05 6.0993e+05 6.3997e+05 5.2790e+05 6.4936e+05 4.5758e+05 7.4552e+05 4.7608e+05
18.0750 5.6905e+05 4.4520e+05 7.4353e+05 4.5313e+05 7.3779e+05 5.4270e+05 5.9666e+05 5.3430e+05 6.0380e+05 6.3361e+05 5.2261e+05 6.4269e+05 4.5313e+05 7.3779e+05 4.7155e+05
18.1250 5.6337e+05 4.4089e+05 7.3583e+05 4.4873e+05 7.3016e+05 5.3736e+05 5.9064e+05 5.2900e+05 5.9774e+05 6.2732e+05 5.1738e+05 6.3611e+05 4.4873e+05 7.3016e+05 4.6706e+05
18.1750 5.5776e+05 4.3664e+05 7.2822e+05 4.4438e+05 7.2262e+05 5.3207e+05 5.8468e+05 5.2377e+05 5.9176e+05 6.2111e+05 5.1221e+05 6.2960e+05 4.4438e+05 7.2262e+05 4.6262e+05
18.2250 5.5222e+05 4.3243e+05 7.2071e+05 4.4008e+05 7.1517e+05 5.2684e+05 5.7879e+05 5.1860e+05 5.8584e+05 6.1497e+05 5.0710e+05 6.2317e+05 4.4008e+05 7.1517e+05 4.5824e+05
18.2750 5.4674e+05 4.2827e+05 7.1328e+05 4.3583e+05 7.0781e+05 5.2168e+05 5.7297e+05 5.1348e+05 5.7999e+05 6.0890e+05 5.0206e+05 6.1682e+05 4.3583e+05 7.0781e+05 4.5390e+05
18.3250 5.4132e+05 4.2415e+05 7.0595e+05 4.3162e+05 7.0053e+05 5.1657e+05 5.6722e+05 5.0842e+05 5.7421e+05 6.0290e+05 4.9706e+05 6.1054e+05 4.3162e+05 7.0053e+05 4.4961e+05
18.3750 5.3596e+05 4.2009e+05 6.9870e+05 4.2747e+05 6.9335e+05 5.1152e+05 5.6154e+05 5.0343e+05 5.6850e+05 5.9696e+05 4.9213e+05 6.0434e+05 4.2747e+05 6.9335e+05 4.4537e+05
18.4250 5.3067e+05 4.1607e+05 6.9154e+05 4.2336e+05 6.8625e+05 5.0653e+05 5.5593e+05 4.9849e+05 5.6286e+05 5.9110e+05 4.8726e+05 5.9822e+05 4.2336e+05 6.8625e+05 4.4117e+05
18.4750 5.2544e+05 4.1209e+05 6.8446e+05 4.1930e+05 6.7924e+05 5.0160e+05 5.5038e+05 4.9360e+05 5.5728e+05 5.8530e+05 4.8244e+05 5.9216e+05 4.1930e+05 6.7924e+05 4.3702e+05
18.5250 5.2027e+05 4.0816e+05 6.7747e+05 4.1528e+05 6.7230e+05 4.9672e+05 5.4489e+05 4.8877e+05 5.5176e+05 5.7956e+05 4.7768e+05 5.8618e+05 4.1528e+05 6.7230e+05 4.3291e+05
18.5750 5.1515e+05 4.0427e+05 6.7057e+05 4.1131e+05 6.6546e+05 4.9190e+05 5.3947e+05 4.8400e+05 5.4631e+05 5.7390e+05 4.7297e+05 5.8027e+05 4.1131e+05 6.6546e+05 4.2885e+05
18.6250 5.1010e+05 4.0042e+05 6.6374e+05 4.0738e+05 6.5869e+05 4.8713e+05 5.3411e+05 4.7928e+05 5.4092e+05 5.6829e+05 4.6832e+05 5.7442e+05 4.0738e+05 6.5869e+05 4.2484e+05
18.6750 5.0510e+05 3.9662e+05 6.5700e+05 4.0349e+05 6.5200e+05 4.8242e+05 5.2882e+05 4.7462e+05 5.3559e+05 5.6275e+05 4.6372e+05 5.6865e+05 4.0349e+05 6.5200e+05 4.2086e+05
18.7250 5.0017e+05 3.9286e+05 6.5033e+05 3.9965e+05 6.4540e+05 4.7776e+05 5.2358e+05 4.7000e+05 5.3033e+05 5.5728e+05 4.5918e+05 5.6294e+05 3.9965e+05 6.4540e+05 4.1693e+05
18.7750 4.9528e+05 3.8914e+05 6.4375e+05 3.9586e+05 6.3887e+05 4.7315e+05 5.1841e+05 4.6544e+05 5.2512e+05 5.5186e+05 4.5468e+05 5.5730e+05 3.9586e+05 6.3887e+05 4.1304e+05
18.8250 4.9046e+05 3.8546e+05 6.3724e+05 3.9210e+05 6.3241e+05 4.6860e+05 5.1329e+05 4.6093e+05 5.1998e+05 5.4650e+05 4.5024e+05 5.5173e+05 3.9210e+05 6.3241e+05 4.0920e+05
18.8750 4.8568e+05 3.8183e+05 6.3081e+05 3.8839e+05 6.2604e+05 4.6409e+05 5.0824e+05 4.5648e+05 5.1489e+05 5.4121e+05 4.4585e+05 5.4622e+05 3.8839e+05 6.2604e+05 4.0540e+05
18.9250 4.8097e+05 3.7823e+05 6.2445e+05 3.8471e+05 6.1974e+05 4.5964e+05 5.0324e+05 4.5207e+05 5.0987e+05 5.3598e+05 4.4151e+05 5.4078e+05 3.8471e+05 6.1974e+05 4.0163e+05
18.9750 4.7630e+05 3.7467e+05 6.1817e+05 3.8108e+05 6.1351e+05 4.5523e+05 4.9830e+05 4.4771e+05 5.0490e+05 5.3080e+05 4.3722e+05 5.3540e+05 3.8108e+05 6.1351e+05 3.9791e+05
19.0250 4.7169e+05 3.7115e+05 6.1196e+05 3.7749e+05 6.0735e+05 4.5088e+05 4.9342e+05 4.4340e+05 4.9998e+05 5.2568e+05 4.3297e+05 5.3008e+05 3.7749e+05 6.0735e+05 3.9423e+05
19.0750 4.6713e+05 3.6768e+05 6.0583e+05 3.7394e+05 6.0127e+05 4.4657e+05 4.8859e+05 4.3914e+05 4.9512e+05 5.2062e+05 4.2878e+05 5.2483e+05 3.7394e+05 6.0127e+05 3.9059e+05
19.1250 4.6263e+05 3.6423e+05 5.9977e+05 3.7042e+05 5.9526e+05 4.4231e+05 4.8382e+05 4.3493e+05 4.9032e+05 5.1562e+05 4.2463e+05 5.1964e+05 3.7042e+05 5.9526e+05 3.8699e+05
19.1750 4.5817e+05 3.6083e+05 5.9378e+05 3.6695e+05 5.8932e+05 4.3810e+05 4.7910e+05 4.3076e+05 4.8558e+05 5.1067e+05 4.2053e+05 5.1450e+05 3.6695e+05 5.8932e+05 3.8342e+05
19.2250 4.5376e+05 3.5746e+05 5.8785e+05 3.6351e+05 5.8345e+05 4.3394e+05 4.7444e+05 4.2664e+05 4.8088e+05 5.0578e+05 4.1648e+05 5.0943e+05 3.6351e+05 5.8345e+05 3.7990e+05
19.2750 4.4941e+05 3.5413e+05 5.8200e+05 3.6011e+05 5.7764e+05 4.2982e+05 4.6983e+05 4.2257e+05 4.7624e+05 5.0094e+05 4.1247e+05 5.0441e+05 3.6011e+05 5.7764e+05 3.7641e+05
19.3250 4.4510e+05 3.5084e+05 5.7622e+05 3.5675e+05 5.7190e+05 4.2575e+05 4.6527e+05 4.1854e+05 4.7165e+05 4.9615e+05 4.0851e+05 4.9945e+05 3.5675e+05 5.7190e+05 3.7296e+05
19.3750 4.4084e+05 3.4758e+05 5.7050e+05 3.5343e+05 5.6624e+05 4.2172e+05 4.6076e+05 4.1456e+05 4.6712e+05 4.9142e+05 4.0459e+05 4.9455e+05 3.5343e+05 5.6624e+05 3.6954e+05
19.4250 4.3663e+05 3.4436e+05 5.6485e+05 3.5014e+05 5.6063e+05 4.1774e+05 4.5631e+05 4.1062e+05 4.6263e+05 4.8674e+05 4.0072e+05 4.8971e+05 3.5014e+05 5.6063e+05 3.6616e+05
19.4750 4.3246e+05 3.4117e+05 5.5926e+05 3.4689e+05 5.5509e+05 4.1380e+05 4.5190e+05 4.0673e+05 4.5820e+05 4.8211e+05 3.9689e+05 4.8492e+05 3.4689e+05 5.5509e+05 3.6282e+05
19.5250 4.2834e+05 3.3802e+05 5.5374e+05 3.4367e+05 5.4961e+05 4.0990e+05 4.4755e+05 4.0288e+05 4.5381e+05 4.7754e+05 3.9310e+05 4.8018e+05 3.4367e+05 5.4961e+05 3.5952e+05
19.5750 4.2427e+05 3.3490e+05 5.4828e+05 3.4049e+05 5.4420e+05 4.0605e+05 4.4324e+05 3.9907e+05 4.4948e+05 4.7301e+05 3.8936e+05 4.7550e+05 3.4049e+05 5.4420e+05 3.5624e+05
19.6250 4.2024e+05 3.3182e+05 5.4288e+05 3.3734e+05 5.3885e+05 4.0224e+05 4.3898e+05 3.9530e+05 4.4519e+05 4.6853e+05 3.8565e+05 4.7088e+05 3.3734e+05 5.3885e+05 3.5301e+05
19.6750 4.1626e+05 3.2876e+05 5.3755e+05 3.3423e+05 5.3356e+05 3.9847e+05 4.3477e+05 3.9157e+05 4.4095e+05 4.6411e+05 3.8199e+05 4.6630e+05 3.3423e+05 5.3356e+05 3.4980e+05
19.7250 4.1232e+05 3.2575e+05 5.3228e+05 3.3115e+05 5.2833e+05 3.9475e+05 4.3061e+05 3.8789e+05 4.3676e+05 4.5973e+05 3.7837e+05 4.6178e+05 3.3115e+05 5.2833e+05 3.4664e+05
19.7750 4.0843e+05 3.2276e+05 5.2707e+05 3.2810e+05 5.2316e+05 3.9106e+05 4.2650e+05 3.8424e+05 4.3261e+05 4.5540e+05 3.7479e+05 4.5731e+05 3.2810e+05 5.2316e+05 3.4350e+05
19.8250 4.0458e+05 3.1981e+05 5.2191e+05 3.2509e+05 5.1805e+05 3.8742e+05 4.2242e+05 3.8064e+05 4.2851e+05 4.5112e+05 3.7125e+05 4.5289e+05 3.2509e+05 5.1805e+05 3.4040e+05
19.8750 4.0077e+05 3.1688e+05 5.1682e+05 3.2210e+05 5.1300e+05 3.8381e+05 4.1840e+05 3.7708e+05 4.2446e+05 4.4688e+05 3.6775e+05 4.4852e+05 3.2210e+05 5.1300e+05 3.3733e+05
19.9250 3.9700e+05 3.1399e+05 5.1178e+05 3.1916e+05 5.0800e+05 3.8024e+05 4.1442e+05 3.7355e+05 4.2045e+05 4.4269e+05 3.6429e+05 4.4420e+05 3.1916e+05 5.0800e+05 3.3429e+05
19.9750 3.9327e+05 3.1113e+05 5.0681e+05 3.1624e+05 5.0307e+05 3.7671e+05 4.1048e+05 3.7006e+05 4.1648e+05 4.3854e+05 3.6086e+05 4.3992e+05 3.1624e+05 5.0307e+05 3.3129e+05
20.0250 3.8959e+05 3.0830e+05 5.0188e+05 3.1335e+05 4.9818e+05 3.7322e+05 4.0659e+05 3.6661e+05 4.1256e+05 4.3444e+05 3.5748e+05 4.3570e+05 3.1335e+05 4.9818e+05 3.2831e+05
20.0750 3.8594e+05 3.0550e+05 4.9702e+05 3.1050e+05 4.9336e+05 3.6977e+05 4.0275e+05 3.6320e+05 4.0868e+05 4.3039e+05 3.5413e+05 4.3153e+05 3.1050e+05 4.9336e+05 3.2537e+05
20.1250 3.8234e+05 3.0273e+05 4.9221e+05 3.0767e+05 4.8859e+05 3.6636e+05 3.9894e+05 3.5983e+05 4.0485e+05 4.2638e+05 3.5082e+05 4.2740e+05 3.0767e+05 4.8859e+05 3.2246e+05
20.1750 3.7877e+05 2.9999e+05 4.8745e+05 3.0488e+05 4.8387e+05 3.6298e+05 3.9518e+05 3.5649e+05 4.0106e+05 4.2241e+05 3.4754e+05 4.2331e+05 3.0488e+05 4.8387e+05 3.1958e+05
20.2250 3.7525e+05 2.9728e+05 4.8275e+05 3.0211e+05 4.7920e+05 3.5964e+05 3.9145e+05 3.5319e+05 3.9730e+05 4.1849e+05 3.4430e+05 4.1928e+05 3.0211e+05 4.7920e+05 3.1672e+05
20.2750 3.7176e+05 2.9460e+05 4.7810e+05 2.9938e+05 4.7459e+05 3.5633e+05 3.8777e+05 3.4992e+05 3.9360e+05 4.1461e+05 3.4110e+05 4.1528e+05 2.9938e+05 4.7459e+05 3.1390e+05
20.3250 3.6831e+05 2.9194e+05 4.7350e+05 2.9667e+05 4.7003e+05 3.5306e+05 3.8413e+05 3.4669e+05 3.8993e+05 4.1077e+05 3.3793e+05 4.1134e+05 2.9667e+05 4.7003e+05 3.1111e+05
20.3750 3.6490e+05 2.8932e+05 4.6895e+05 2.9399e+05 4.6552e+05 3.4983e+05 3.8053e+05 3.4350e+05 3.8630e+05 4.0697e+05 3.3479e+05 4.0743e+05 2.9399e+05 4.6552e+05 3.0834e+05
20.4250 3.6152e+05 2.8672e+05 4.6446e+05 2.9134e+05 4.6106e+05 3.4663e+05 3.7697e+05 3.4033e+05 3.8271e+05 4.0321e+05 3.3169e+05 4.0357e+05 2.9134e+05 4.6106e+05 3.0561e+05
20.4750 3.5818e+05 2.8415e+05 4.6001e+05 2.8872e+05 4.5665e+05 3.4346e+05 3.7345e+05 3.3721e+05 3.7916e+05 3.9949e+05 3.2863e+05 3.9976e+05 2.8872e+05 4.5665e+05 3.0290e+05
20.5250 3.5488e+05 2.8160e+05 4.5561e+05 2.8613e+05 4.5229e+05 3.4033e+05 3.6997e+05 3.3411e+05 3.7564e+05 3.9582e+05 3.2559e+05 3.9598e+05 2.8613e+05 4.5229e+05 3.0022e+05
20.5750 3.5161e+05 2.7909e+05 4.5127e+05 2.8356e+05 4.4798e+05 3.3723e+05 3.6652e+05 3.3105e+05 3.7217e+05 3.9218e+05 3.2259e+05 3.9225e+05 2.8356e+05 4.4798e+05 2.9757e+05
20.6250 3.4838e+05 2.7659e+05 4.4697e+05 2.8102e+05 4.4371e+05 3.3417e+05 3.6311e+05 3.2802e+05 3.6874e+05 3.8858e+05 3.1962e+05 3.8856e+05 2.8102e+05 4.4371e+05 2.9495e+05
20.6750 3.4518e+05 2.7413e+05 4.4272e+05 2.7851e+05 4.3950e+05 3.3114e+05 3.5974e+05 3.2503e+05 3.6534e+05 3.8502e+05 3.1669e+05 3.8490e+05 2.7851e+05 4.3950e+05 2.9235e+05
20.7250 3.4202e+05 2.7169e+05 4.3851e+05 2.7602e+05 4.3533e+05 3.2814e+05 3.5641e+05 3.2206e+05 3.6197e+05 3.8150e+05 3.1378e+05 3.8129e+05 2.7602e+05 4.3533e+05 2.8978e+05
20.7750 3.3889e+05 2.6928e+05 4.3436e+05 2.7356e+05 4.3120e+05 3.2517e+05 3.5311e+05 3.1913e+05 3.5865e+05 3.7801e+05 3.1091e+05 3.7772e+05 2.7356e+05 4.3120e+05 2.8724e+05
20.8250 3.3580e+05 2.6689e+05 4.3025e+05 2.7113e+05 4.2712e+05 3.2223e+05 3.4985e+05 3.1623e+05 3.5536e+05 3.7456e+05 3.0807e+05 3.7419e+05 2.7113e+05 4.2712e+05 2.8472e+05
20.8750 3.3273e+05 2.6452e+05 4.2618e+05 2.6872e+05 4.2309e+05 3.1932e+05 3.4662e+05 3.1336e+05 3.5210e+05 3.7115e+05 3.0526e+05 3.7070e+05 2.6872e+05 4.2309e+05 2.8223e+05
20.9250 3.2970e+05 2.6218e+05 4.2216e+05 2.6634e+05 4.1910e+05 3.1645e+05 3.4343e+05 3.1052e+05 3.4888e+05 3.6778e+05 3.0248e+05 3.6724e+05 2.6634e+05 4.1910e+05 2.7976e+05
20.9750 3.2671e+05 2.5987e+05 4.1818e+05 2.6398e+05 4.1516e+05 3.1360e+05 3.4028e+05 3.0772e+05 3.4570e+05 3.6444e+05 2.9973e+05 3.6383e+05 2.6398e+05 4.1516e+05 2.7732e+05
21.0250 3.2374e+05 2.5758e+05 4.1425e+05 2.6164e+05 4.1126e+05 3.1079e+05 3.3715e+05 3.0494e+05 3.4255e+05 3.6113e+05 2.9700e+05 3.6045e+05 2.6164e+05 4.1126e+05 2.7491e+05
21.0750 3.2081e+05 2.5531e+05 4.1036e+05 2.5934e+05 4.0740e+05 3.0800e+05 3.3406e+05 3.0219e+05 3.3943e+05 3.5786e+05 2.9431e+05 3.5710e+05 2.5934e+05 4.0740e+05 2.7252e+05
21.1250 3.1791e+05 2.5307e+05 4.0652e+05 2.5705e+05 4.0358e+05 3.0525e+05 3.3101e+05 2.9946e+05 3.3635e+05 3.5463e+05 2.9165e+05 3.5380e+05 2.5705e+05 4.0358e+05 2.7015e+05
21.1750 3.1504e+05 2.5085e+05 4.0271e+05 2.5479e+05 3.9980e+05 3.0252e+05 3.2798e+05 2.9677e+05 3.3330e+05 3.5143e+05 2.8901e+05 3.5053e+05 2.5479e+05 3.9980e+05 2.6781e+05
