# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:39:07 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
53.6250 1.0965e+03 9.4847e+02 1.2634e+03 9.5604e+02 1.2568e+03 1.0814e+03 1.1114e+03 1.0523e+03 1.1407e+03 1.2305e+03 9.8066e+02 1.1231e+03 9.5604e+02 1.2568e+03 1.0654e+03
53.6750 1.0911e+03 9.4386e+02 1.2571e+03 9.5139e+02 1.2505e+03 1.0761e+03 1.1059e+03 1.0471e+03 1.1351e+03 1.2244e+03 9.7585e+02 1.1176e+03 9.5139e+02 1.2505e+03 1.0602e+03
53.7250 1.0858e+03 9.3928e+02 1.2508e+03 9.4677e+02 1.2442e+03 1.0708e+03 1.1005e+03 1.0420e+03 1.1295e+03 1.2183e+03 9.7107e+02 1.1121e+03 9.4677e+02 1.2442e+03 1.0550e+03
53.7750 1.0804e+03 9.3472e+02 1.2446e+03 9.4217e+02 1.2381e+03 1.0656e+03 1.0951e+03 1.0369e+03 1.1239e+03 1.2123e+03 9.6631e+02 1.1066e+03 9.4217e+02 1.2381e+03 1.0499e+03
53.8250 1.0751e+03 9.3019e+02 1.2384e+03 9.3760e+02 1.2319e+03 1.0604e+03 1.0897e+03 1.0318e+03 1.1184e+03 1.2063e+03 9.6159e+02 1.1011e+03 9.3760e+02 1.2319e+03 1.0448e+03
53.8750 1.0699e+03 9.2568e+02 1.2323e+03 9.3305e+02 1.2258e+03 1.0552e+03 1.0843e+03 1.0268e+03 1.1129e+03 1.2003e+03 9.5688e+02 1.0957e+03 9.3305e+02 1.2258e+03 1.0397e+03
53.9250 1.0646e+03 9.2120e+02 1.2261e+03 9.2853e+02 1.2197e+03 1.0500e+03 1.0790e+03 1.0218e+03 1.1075e+03 1.1944e+03 9.5221e+02 1.0903e+03 9.2853e+02 1.2197e+03 1.0347e+03
53.9750 1.0594e+03 9.1674e+02 1.2201e+03 9.2404e+02 1.2136e+03 1.0449e+03 1.0737e+03 1.0168e+03 1.1020e+03 1.1885e+03 9.4756e+02 1.0849e+03 9.2404e+02 1.2136e+03 1.0297e+03
54.0250 1.0542e+03 9.1231e+02 1.2140e+03 9.1957e+02 1.2076e+03 1.0398e+03 1.0685e+03 1.0118e+03 1.0966e+03 1.1826e+03 9.4294e+02 1.0796e+03 9.1957e+02 1.2076e+03 1.0247e+03
54.0750 1.0491e+03 9.0790e+02 1.2080e+03 9.1512e+02 1.2016e+03 1.0347e+03 1.0632e+03 1.0069e+03 1.0913e+03 1.1768e+03 9.3834e+02 1.0743e+03 9.1512e+02 1.2016e+03 1.0197e+03
54.1250 1.0440e+03 9.0351e+02 1.2020e+03 9.1070e+02 1.1957e+03 1.0297e+03 1.0580e+03 1.0020e+03 1.0859e+03 1.1710e+03 9.3377e+02 1.0690e+03 9.1070e+02 1.1957e+03 1.0148e+03
54.1750 1.0389e+03 8.9916e+02 1.1961e+03 9.0631e+02 1.1898e+03 1.0247e+03 1.0528e+03 9.9708e+02 1.0806e+03 1.1652e+03 9.2923e+02 1.0637e+03 9.0631e+02 1.1898e+03 1.0099e+03
54.2250 1.0338e+03 8.9482e+02 1.1901e+03 9.0193e+02 1.1839e+03 1.0197e+03 1.0477e+03 9.9222e+02 1.0753e+03 1.1595e+03 9.2471e+02 1.0585e+03 9.0193e+02 1.1839e+03 1.0050e+03
54.2750 1.0288e+03 8.9051e+02 1.1843e+03 8.9759e+02 1.1780e+03 1.0148e+03 1.0426e+03 9.8740e+02 1.0701e+03 1.1538e+03 9.2022e+02 1.0533e+03 8.9759e+02 1.1780e+03 1.0001e+03
54.3250 1.0238e+03 8.8622e+02 1.1784e+03 8.9326e+02 1.1722e+03 1.0098e+03 1.0375e+03 9.8260e+02 1.0649e+03 1.1481e+03 9.1575e+02 1.0482e+03 8.9326e+02 1.1722e+03 9.9530e+02
54.3750 1.0188e+03 8.8196e+02 1.1726e+03 8.8896e+02 1.1664e+03 1.0049e+03 1.0324e+03 9.7783e+02 1.0597e+03 1.1425e+03 9.1130e+02 1.0430e+03 8.8896e+02 1.1664e+03 9.9050e+02
54.4250 1.0138e+03 8.7772e+02 1.1668e+03 8.8469e+02 1.1607e+03 1.0001e+03 1.0274e+03 9.7308e+02 1.0545e+03 1.1369e+03 9.0688e+02 1.0379e+03 8.8469e+02 1.1607e+03 9.8573e+02
54.4750 1.0089e+03 8.7350e+02 1.1611e+03 8.8044e+02 1.1550e+03 9.9521e+02 1.0224e+03 9.6836e+02 1.0494e+03 1.1313e+03 9.0249e+02 1.0329e+03 8.8044e+02 1.1550e+03 9.8098e+02
54.5250 1.0040e+03 8.6931e+02 1.1554e+03 8.7621e+02 1.1493e+03 9.9039e+02 1.0174e+03 9.6367e+02 1.0443e+03 1.1258e+03 8.9812e+02 1.0278e+03 8.7621e+02 1.1493e+03 9.7626e+02
54.5750 9.9913e+02 8.6514e+02 1.1497e+03 8.7200e+02 1.1436e+03 9.8561e+02 1.0125e+03 9.5900e+02 1.0392e+03 1.1203e+03 8.9378e+02 1.0228e+03 8.7200e+02 1.1436e+03 9.7157e+02
54.6250 9.9428e+02 8.6099e+02 1.1440e+03 8.6782e+02 1.1380e+03 9.8084e+02 1.0075e+03 9.5436e+02 1.0342e+03 1.1148e+03 8.8946e+02 1.0178e+03 8.6782e+02 1.1380e+03 9.6690e+02
54.6750 9.8947e+02 8.5686e+02 1.1384e+03 8.6366e+02 1.1324e+03 9.7610e+02 1.0026e+03 9.4975e+02 1.0292e+03 1.1093e+03 8.8516e+02 1.0129e+03 8.6366e+02 1.1324e+03 9.6225e+02
54.7250 9.8468e+02 8.5276e+02 1.1328e+03 8.5952e+02 1.1269e+03 9.7139e+02 9.9777e+02 9.4516e+02 1.0242e+03 1.1039e+03 8.8088e+02 1.0079e+03 8.5952e+02 1.1269e+03 9.5764e+02
54.7750 9.7992e+02 8.4868e+02 1.1273e+03 8.5541e+02 1.1213e+03 9.6671e+02 9.9293e+02 9.4060e+02 1.0192e+03 1.0985e+03 8.7663e+02 1.0030e+03 8.5541e+02 1.1213e+03 9.5305e+02
54.8250 9.7518e+02 8.4463e+02 1.1218e+03 8.5132e+02 1.1158e+03 9.6205e+02 9.8812e+02 9.3606e+02 1.0143e+03 1.0932e+03 8.7241e+02 9.9815e+02 8.5132e+02 1.1158e+03 9.4848e+02
54.8750 9.7047e+02 8.4059e+02 1.1163e+03 8.4725e+02 1.1104e+03 9.5742e+02 9.8333e+02 9.3155e+02 1.0094e+03 1.0878e+03 8.6821e+02 9.9330e+02 8.4725e+02 1.1104e+03 9.4394e+02
54.9250 9.6579e+02 8.3658e+02 1.1108e+03 8.4321e+02 1.1050e+03 9.5281e+02 9.7858e+02 9.2706e+02 1.0045e+03 1.0826e+03 8.6403e+02 9.8848e+02 8.4321e+02 1.1050e+03 9.3942e+02
54.9750 9.6113e+02 8.3259e+02 1.1054e+03 8.3918e+02 1.0996e+03 9.4823e+02 9.7384e+02 9.2260e+02 9.9965e+02 1.0773e+03 8.5987e+02 9.8368e+02 8.3918e+02 1.0996e+03 9.3493e+02
55.0250 9.5650e+02 8.2862e+02 1.1000e+03 8.3518e+02 1.0942e+03 9.4367e+02 9.6914e+02 9.1816e+02 9.9482e+02 1.0720e+03 8.5574e+02 9.7892e+02 8.3518e+02 1.0942e+03 9.3047e+02
55.0750 9.5190e+02 8.2468e+02 1.0946e+03 8.3120e+02 1.0888e+03 9.3914e+02 9.6446e+02 9.1375e+02 9.9002e+02 1.0668e+03 8.5163e+02 9.7418e+02 8.3120e+02 1.0888e+03 9.2602e+02
55.1250 9.4732e+02 8.2075e+02 1.0893e+03 8.2725e+02 1.0835e+03 9.3464e+02 9.5981e+02 9.0936e+02 9.8525e+02 1.0617e+03 8.4754e+02 9.6946e+02 8.2725e+02 1.0835e+03 9.2161e+02
55.1750 9.4276e+02 8.1685e+02 1.0840e+03 8.2331e+02 1.0783e+03 9.3016e+02 9.5518e+02 9.0499e+02 9.8051e+02 1.0565e+03 8.4348e+02 9.6477e+02 8.2331e+02 1.0783e+03 9.1721e+02
55.2250 9.3823e+02 8.1296e+02 1.0787e+03 8.1939e+02 1.0730e+03 9.2570e+02 9.5058e+02 9.0065e+02 9.7579e+02 1.0514e+03 8.3943e+02 9.6011e+02 8.1939e+02 1.0730e+03 9.1284e+02
55.2750 9.3373e+02 8.0910e+02 1.0734e+03 8.1550e+02 1.0678e+03 9.2127e+02 9.4600e+02 8.9633e+02 9.7110e+02 1.0463e+03 8.3541e+02 9.5547e+02 8.1550e+02 1.0678e+03 9.0850e+02
55.3250 9.2925e+02 8.0526e+02 1.0682e+03 8.1163e+02 1.0626e+03 9.1686e+02 9.4145e+02 8.9204e+02 9.6643e+02 1.0412e+03 8.3142e+02 9.5086e+02 8.1163e+02 1.0626e+03 9.0418e+02
55.3750 9.2479e+02 8.0144e+02 1.0630e+03 8.0778e+02 1.0574e+03 9.1248e+02 9.3693e+02 8.8777e+02 9.6179e+02 1.0362e+03 8.2744e+02 9.4628e+02 8.0778e+02 1.0574e+03 8.9988e+02
55.4250 9.2037e+02 7.9765e+02 1.0579e+03 8.0395e+02 1.0523e+03 9.0812e+02 9.3243e+02 8.8352e+02 9.5718e+02 1.0312e+03 8.2349e+02 9.4172e+02 8.0395e+02 1.0523e+03 8.9561e+02
55.4750 9.1596e+02 7.9387e+02 1.0527e+03 8.0014e+02 1.0472e+03 9.0378e+02 9.2795e+02 8.7930e+02 9.5259e+02 1.0262e+03 8.1955e+02 9.3718e+02 8.0014e+02 1.0472e+03 8.9135e+02
55.5250 9.1158e+02 7.9011e+02 1.0476e+03 7.9635e+02 1.0421e+03 8.9947e+02 9.2350e+02 8.7510e+02 9.4803e+02 1.0213e+03 8.1564e+02 9.3267e+02 7.9635e+02 1.0421e+03 8.8713e+02
55.5750 9.0722e+02 7.8638e+02 1.0426e+03 7.9259e+02 1.0371e+03 8.9519e+02 9.1908e+02 8.7093e+02 9.4349e+02 1.0164e+03 8.1176e+02 9.2819e+02 7.9259e+02 1.0371e+03 8.8292e+02
55.6250 9.0289e+02 7.8266e+02 1.0375e+03 7.8884e+02 1.0320e+03 8.9092e+02 9.1467e+02 8.6677e+02 9.3898e+02 1.0115e+03 8.0789e+02 9.2373e+02 7.8884e+02 1.0320e+03 8.7874e+02
55.6750 8.9858e+02 7.7896e+02 1.0325e+03 7.8511e+02 1.0271e+03 8.8668e+02 9.1030e+02 8.6264e+02 9.3449e+02 1.0066e+03 8.0404e+02 9.1930e+02 7.8511e+02 1.0271e+03 8.7458e+02
55.7250 8.9429e+02 7.7529e+02 1.0275e+03 7.8140e+02 1.0221e+03 8.8246e+02 9.0594e+02 8.5854e+02 9.3002e+02 1.0017e+03 8.0022e+02 9.1489e+02 7.8140e+02 1.0221e+03 8.7044e+02
55.7750 8.9003e+02 7.7163e+02 1.0225e+03 7.7772e+02 1.0171e+03 8.7827e+02 9.0162e+02 8.5445e+02 9.2559e+02 9.9692e+02 7.9641e+02 9.1050e+02 7.7772e+02 1.0171e+03 8.6633e+02
55.8250 8.8579e+02 7.6800e+02 1.0176e+03 7.7405e+02 1.0122e+03 8.7410e+02 8.9731e+02 8.5039e+02 9.2117e+02 9.9213e+02 7.9263e+02 9.0614e+02 7.7405e+02 1.0122e+03 8.6224e+02
55.8750 8.8158e+02 7.6438e+02 1.0127e+03 7.7041e+02 1.0074e+03 8.6995e+02 8.9303e+02 8.4635e+02 9.1678e+02 9.8737e+02 7.8887e+02 9.0180e+02 7.7041e+02 1.0074e+03 8.5817e+02
55.9250 8.7738e+02 7.6078e+02 1.0078e+03 7.6678e+02 1.0025e+03 8.6583e+02 8.8877e+02 8.4233e+02 9.1241e+02 9.8264e+02 7.8512e+02 8.9749e+02 7.6678e+02 1.0025e+03 8.5412e+02
55.9750 8.7322e+02 7.5721e+02 1.0030e+03 7.6317e+02 9.9768e+02 8.6172e+02 8.8454e+02 8.3833e+02 9.0807e+02 9.7793e+02 7.8140e+02 8.9320e+02 7.6317e+02 9.9768e+02 8.5010e+02
56.0250 8.6907e+02 7.5365e+02 9.9814e+02 7.5959e+02 9.9288e+02 8.5764e+02 8.8033e+02 8.3436e+02 9.0375e+02 9.7324e+02 7.7770e+02 8.8893e+02 7.5959e+02 9.9288e+02 8.4609e+02
56.0750 8.6495e+02 7.5011e+02 9.9334e+02 7.5602e+02 9.8811e+02 8.5358e+02 8.7614e+02 8.3040e+02 8.9946e+02 9.6859e+02 7.7402e+02 8.8469e+02 7.5602e+02 9.8811e+02 8.4211e+02
56.1250 8.6084e+02 7.4659e+02 9.8857e+02 7.5247e+02 9.8336e+02 8.4955e+02 8.7197e+02 8.2647e+02 8.9519e+02 9.6395e+02 7.7036e+02 8.8047e+02 7.5247e+02 9.8336e+02 8.3815e+02
56.1750 8.5676e+02 7.4309e+02 9.8382e+02 7.4894e+02 9.7864e+02 8.4553e+02 8.6783e+02 8.2256e+02 8.9094e+02 9.5935e+02 7.6672e+02 8.7628e+02 7.4894e+02 9.7864e+02 8.3421e+02
56.2250 8.5271e+02 7.3961e+02 9.7910e+02 7.4543e+02 9.7395e+02 8.4154e+02 8.6371e+02 8.1867e+02 8.8672e+02 9.5476e+02 7.6309e+02 8.7210e+02 7.4543e+02 9.7395e+02 8.3029e+02
56.2750 8.4867e+02 7.3615e+02 9.7441e+02 7.4194e+02 9.6928e+02 8.3757e+02 8.5961e+02 8.1481e+02 8.8252e+02 9.5021e+02 7.5949e+02 8.6795e+02 7.4194e+02 9.6928e+02 8.2640e+02
56.3250 8.4466e+02 7.3270e+02 9.6974e+02 7.3847e+02 9.6463e+02 8.3362e+02 8.5554e+02 8.1096e+02 8.7834e+02 9.4568e+02 7.5591e+02 8.6383e+02 7.3847e+02 9.6463e+02 8.2252e+02
56.3750 8.4067e+02 7.2927e+02 9.6510e+02 7.3501e+02 9.6001e+02 8.2969e+02 8.5149e+02 8.0713e+02 8.7418e+02 9.4117e+02 7.5235e+02 8.5972e+02 7.3501e+02 9.6001e+02 8.1867e+02
56.4250 8.3670e+02 7.2587e+02 9.6049e+02 7.3158e+02 9.5542e+02 8.2578e+02 8.4746e+02 8.0333e+02 8.7005e+02 9.3669e+02 7.4880e+02 8.5564e+02 7.3158e+02 9.5542e+02 8.1484e+02
56.4750 8.3275e+02 7.2248e+02 9.5589e+02 7.2816e+02 9.5086e+02 8.2190e+02 8.4345e+02 7.9954e+02 8.6594e+02 9.3223e+02 7.4528e+02 8.5158e+02 7.2816e+02 9.5086e+02 8.1102e+02
56.5250 8.2883e+02 7.1911e+02 9.5133e+02 7.2476e+02 9.4631e+02 8.1803e+02 8.3946e+02 7.9578e+02 8.6185e+02 9.2780e+02 7.4177e+02 8.4754e+02 7.2476e+02 9.4631e+02 8.0723e+02
56.5750 8.2492e+02 7.1575e+02 9.4679e+02 7.2138e+02 9.4180e+02 8.1419e+02 8.3550e+02 7.9204e+02 8.5778e+02 9.2339e+02 7.3829e+02 8.4353e+02 7.2138e+02 9.4180e+02 8.0346e+02
56.6250 8.2104e+02 7.1242e+02 9.4227e+02 7.1802e+02 9.3731e+02 8.1037e+02 8.3155e+02 7.8831e+02 8.5374e+02 9.1901e+02 7.3482e+02 8.3953e+02 7.1802e+02 9.3731e+02 7.9971e+02
56.6750 8.1718e+02 7.0910e+02 9.3778e+02 7.1467e+02 9.3284e+02 8.0657e+02 8.2763e+02 7.8461e+02 8.4972e+02 9.1465e+02 7.3137e+02 8.3556e+02 7.1467e+02 9.3284e+02 7.9598e+02
56.7250 8.1334e+02 7.0580e+02 9.3332e+02 7.1135e+02 9.2840e+02 8.0279e+02 8.2373e+02 7.8093e+02 8.4572e+02 9.1031e+02 7.2794e+02 8.3161e+02 7.1135e+02 9.2840e+02 7.9226e+02
56.7750 8.0952e+02 7.0252e+02 9.2888e+02 7.0804e+02 9.2398e+02 7.9902e+02 8.1985e+02 7.7726e+02 8.4174e+02 9.0600e+02 7.2453e+02 8.2768e+02 7.0804e+02 9.2398e+02 7.8857e+02
56.8250 8.0572e+02 6.9926e+02 9.2446e+02 7.0475e+02 9.1959e+02 7.9528e+02 8.1599e+02 7.7362e+02 8.3779e+02 9.0171e+02 7.2114e+02 8.2377e+02 7.0475e+02 9.1959e+02 7.8490e+02
56.8750 8.0194e+02 6.9601e+02 9.2007e+02 7.0148e+02 9.1522e+02 7.9156e+02 8.1216e+02 7.7000e+02 8.3385e+02 8.9745e+02 7.1776e+02 8.1989e+02 7.0148e+02 9.1522e+02 7.8125e+02
56.9250 7.9818e+02 6.9278e+02 9.1570e+02 6.9822e+02 9.1087e+02 7.8786e+02 8.0834e+02 7.6639e+02 8.2994e+02 8.9320e+02 7.1440e+02 8.1602e+02 6.9822e+02 9.1087e+02 7.7762e+02
56.9750 7.9444e+02 6.8957e+02 9.1135e+02 6.9498e+02 9.0655e+02 7.8418e+02 8.0454e+02 7.6281e+02 8.2604e+02 8.8898e+02 7.1107e+02 8.1218e+02 6.9498e+02 9.0655e+02 7.7400e+02
57.0250 7.9072e+02 6.8638e+02 9.0703e+02 6.9176e+02 9.0225e+02 7.8052e+02 8.0077e+02 7.5924e+02 8.2217e+02 8.8479e+02 7.0775e+02 8.0836e+02 6.9176e+02 9.0225e+02 7.7041e+02
57.0750 7.8702e+02 6.8320e+02 9.0274e+02 6.8856e+02 8.9797e+02 7.7688e+02 7.9701e+02 7.5570e+02 8.1832e+02 8.8061e+02 7.0444e+02 8.0455e+02 6.8856e+02 8.9797e+02 7.6684e+02
57.1250 7.8335e+02 6.8004e+02 8.9846e+02 6.8537e+02 8.9372e+02 7.7326e+02 7.9328e+02 7.5217e+02 8.1449e+02 8.7646e+02 7.0116e+02 8.0077e+02 6.8537e+02 8.9372e+02 7.6328e+02
57.1750 7.7969e+02 6.7690e+02 8.9421e+02 6.8220e+02 8.8949e+02 7.6966e+02 7.8957e+02 7.4866e+02 8.1068e+02 8.7234e+02 6.9789e+02 7.9701e+02 6.8220e+02 8.8949e+02 7.5974e+02
57.2250 7.7605e+02 6.7377e+02 8.8999e+02 6.7905e+02 8.8529e+02 7.6608e+02 7.8587e+02 7.4517e+02 8.0690e+02 8.6823e+02 6.9464e+02 7.9327e+02 6.7905e+02 8.8529e+02 7.5623e+02
57.2750 7.7243e+02 6.7066e+02 8.8578e+02 6.7592e+02 8.8111e+02 7.6251e+02 7.8220e+02 7.4170e+02 8.0313e+02 8.6415e+02 6.9141e+02 7.8955e+02 6.7592e+02 8.8111e+02 7.5273e+02
57.3250 7.6883e+02 6.6756e+02 8.8160e+02 6.7280e+02 8.7695e+02 7.5897e+02 7.7854e+02 7.3825e+02 7.9938e+02 8.6009e+02 6.8819e+02 7.8585e+02 6.7280e+02 8.7695e+02 7.4925e+02
57.3750 7.6525e+02 6.6449e+02 8.7744e+02 6.6969e+02 8.7281e+02 7.5544e+02 7.7491e+02 7.3482e+02 7.9565e+02 8.5605e+02 6.8500e+02 7.8217e+02 6.6969e+02 8.7281e+02 7.4579e+02
57.4250 7.6169e+02 6.6143e+02 8.7331e+02 6.6661e+02 8.6870e+02 7.5193e+02 7.7129e+02 7.3140e+02 7.9195e+02 8.5203e+02 6.8182e+02 7.7851e+02 6.6661e+02 8.6870e+02 7.4234e+02
57.4750 7.5814e+02 6.5838e+02 8.6919e+02 6.6354e+02 8.6460e+02 7.4845e+02 7.6770e+02 7.2800e+02 7.8826e+02 8.4803e+02 6.7865e+02 7.7487e+02 6.6354e+02 8.6460e+02 7.3892e+02
57.5250 7.5462e+02 6.5535e+02 8.6510e+02 6.6049e+02 8.6053e+02 7.4498e+02 7.6412e+02 7.2462e+02 7.8459e+02 8.4406e+02 6.7550e+02 7.7124e+02 6.6049e+02 8.6053e+02 7.3551e+02
57.5750 7.5112e+02 6.5234e+02 8.6103e+02 6.5745e+02 8.5649e+02 7.4153e+02 7.6056e+02 7.2126e+02 7.8094e+02 8.4011e+02 6.7238e+02 7.6764e+02 6.5745e+02 8.5649e+02 7.3212e+02
57.6250 7.4763e+02 6.4934e+02 8.5699e+02 6.5443e+02 8.5246e+02 7.3810e+02 7.5702e+02 7.1792e+02 7.7731e+02 8.3617e+02 6.6926e+02 7.6406e+02 6.5443e+02 8.5246e+02 7.2875e+02
57.6750 7.4416e+02 6.4636e+02 8.5296e+02 6.5142e+02 8.4846e+02 7.3468e+02 7.5350e+02 7.1460e+02 7.7370e+02 8.3226e+02 6.6617e+02 7.6050e+02 6.5142e+02 8.4846e+02 7.2540e+02
57.7250 7.4072e+02 6.4340e+02 8.4896e+02 6.4843e+02 8.4447e+02 7.3128e+02 7.5000e+02 7.1129e+02 7.7011e+02 8.2838e+02 6.6309e+02 7.5695e+02 6.4843e+02 8.4447e+02 7.2207e+02
57.7750 7.3728e+02 6.4045e+02 8.4498e+02 6.4546e+02 8.4051e+02 7.2791e+02 7.4652e+02 7.0800e+02 7.6654e+02 8.2451e+02 6.6002e+02 7.5343e+02 6.4546e+02 8.4051e+02 7.1875e+02
57.8250 7.3387e+02 6.3751e+02 8.4102e+02 6.4250e+02 8.3657e+02 7.2455e+02 7.4306e+02 7.0473e+02 7.6299e+02 8.2066e+02 6.5697e+02 7.4992e+02 6.4250e+02 8.3657e+02 7.1545e+02
57.8750 7.3048e+02 6.3460e+02 8.3708e+02 6.3956e+02 8.3266e+02 7.2121e+02 7.3962e+02 7.0147e+02 7.5946e+02 8.1683e+02 6.5394e+02 7.4643e+02 6.3956e+02 8.3266e+02 7.1217e+02
57.9250 7.2710e+02 6.3169e+02 8.3316e+02 6.3663e+02 8.2876e+02 7.1788e+02 7.3619e+02 6.9824e+02 7.5595e+02 8.1303e+02 6.5093e+02 7.4296e+02 6.3663e+02 8.2876e+02 7.0890e+02
57.9750 7.2375e+02 6.2880e+02 8.2927e+02 6.3372e+02 8.2488e+02 7.1458e+02 7.3278e+02 6.9501e+02 7.5245e+02 8.0924e+02 6.4793e+02 7.3951e+02 6.3372e+02 8.2488e+02 7.0565e+02
58.0250 7.2041e+02 6.2593e+02 8.2539e+02 6.3083e+02 8.2103e+02 7.1129e+02 7.2939e+02 6.9181e+02 7.4898e+02 8.0548e+02 6.4495e+02 7.3608e+02 6.3083e+02 8.2103e+02 7.0242e+02
58.0750 7.1709e+02 6.2307e+02 8.2154e+02 6.2795e+02 8.1719e+02 7.0801e+02 7.2602e+02 6.8863e+02 7.4552e+02 8.0173e+02 6.4198e+02 7.3267e+02 6.2795e+02 8.1719e+02 6.9921e+02
58.1250 7.1378e+02 6.2023e+02 8.1770e+02 6.2508e+02 8.1338e+02 7.0476e+02 7.2267e+02 6.8546e+02 7.4208e+02 7.9801e+02 6.3903e+02 7.2927e+02 6.2508e+02 8.1338e+02 6.9601e+02
58.1750 7.1049e+02 6.1741e+02 8.1389e+02 6.2223e+02 8.0959e+02 7.0152e+02 7.1933e+02 6.8230e+02 7.3866e+02 7.9430e+02 6.3609e+02 7.2590e+02 6.2223e+02 8.0959e+02 6.9284e+02
58.2250 7.0722e+02 6.1459e+02 8.1010e+02 6.1939e+02 8.0582e+02 6.9830e+02 7.1601e+02 6.7917e+02 7.3525e+02 7.9062e+02 6.3317e+02 7.2254e+02 6.1939e+02 8.0582e+02 6.8967e+02
58.2750 7.0397e+02 6.1179e+02 8.0633e+02 6.1658e+02 8.0206e+02 6.9510e+02 7.1271e+02 6.7605e+02 7.3187e+02 7.8695e+02 6.3026e+02 7.1920e+02 6.1658e+02 8.0206e+02 6.8653e+02
58.3250 7.0074e+02 6.0901e+02 8.0257e+02 6.1377e+02 7.9833e+02 6.9191e+02 7.0943e+02 6.7295e+02 7.2850e+02 7.8330e+02 6.2738e+02 7.1587e+02 6.1377e+02 7.9833e+02 6.8340e+02
58.3750 6.9752e+02 6.0624e+02 7.9884e+02 6.1098e+02 7.9462e+02 6.8875e+02 7.0616e+02 6.6986e+02 7.2515e+02 7.7968e+02 6.2450e+02 7.1257e+02 6.1098e+02 7.9462e+02 6.8028e+02
58.4250 6.9432e+02 6.0349e+02 7.9513e+02 6.0820e+02 7.9092e+02 6.8559e+02 7.0292e+02 6.6679e+02 7.2182e+02 7.7607e+02 6.2164e+02 7.0928e+02 6.0820e+02 7.9092e+02 6.7719e+02
58.4750 6.9114e+02 6.0075e+02 7.9144e+02 6.0544e+02 7.8725e+02 6.8246e+02 6.9969e+02 6.6374e+02 7.1851e+02 7.7248e+02 6.1880e+02 7.0601e+02 6.0544e+02 7.8725e+02 6.7411e+02
58.5250 6.8797e+02 5.9802e+02 7.8777e+02 6.0269e+02 7.8360e+02 6.7934e+02 6.9647e+02 6.6070e+02 7.1521e+02 7.6891e+02 6.1597e+02 7.0275e+02 6.0269e+02 7.8360e+02 6.7104e+02
58.5750 6.8482e+02 5.9531e+02 7.8412e+02 5.9996e+02 7.7997e+02 6.7624e+02 6.9328e+02 6.5768e+02 7.1193e+02 7.6536e+02 6.1315e+02 6.9952e+02 5.9996e+02 7.7997e+02 6.6800e+02
58.6250 6.8168e+02 5.9262e+02 7.8048e+02 5.9724e+02 7.7635e+02 6.7315e+02 6.9010e+02 6.5467e+02 7.0867e+02 7.6183e+02 6.1036e+02 6.9630e+02 5.9724e+02 7.7635e+02 6.6496e+02
58.6750 6.7857e+02 5.8993e+02 7.7687e+02 5.9454e+02 7.7276e+02 6.7008e+02 6.8693e+02 6.5168e+02 7.0543e+02 7.5832e+02 6.0757e+02 6.9310e+02 5.9454e+02 7.7276e+02 6.6195e+02
58.7250 6.7547e+02 5.8726e+02 7.7328e+02 5.9185e+02 7.6918e+02 6.6702e+02 6.8379e+02 6.4871e+02 7.0220e+02 7.5483e+02 6.0480e+02 6.8991e+02 5.9185e+02 7.6918e+02 6.5895e+02
58.7750 6.7238e+02 5.8461e+02 7.6970e+02 5.8917e+02 7.6562e+02 6.6399e+02 6.8066e+02 6.4575e+02 6.9899e+02 7.5135e+02 6.0204e+02 6.8675e+02 5.8917e+02 7.6562e+02 6.5596e+02
58.8250 6.6932e+02 5.8197e+02 7.6614e+02 5.8651e+02 7.6209e+02 6.6096e+02 6.7754e+02 6.4280e+02 6.9580e+02 7.4790e+02 5.9930e+02 6.8360e+02 5.8651e+02 7.6209e+02 6.5299e+02
58.8750 6.6626e+02 5.7934e+02 7.6261e+02 5.8386e+02 7.5857e+02 6.5796e+02 6.7445e+02 6.3988e+02 6.9262e+02 7.4446e+02 5.9658e+02 6.8046e+02 5.8386e+02 7.5857e+02 6.5004e+02
58.9250 6.6323e+02 5.7673e+02 7.5909e+02 5.8123e+02 7.5507e+02 6.5497e+02 6.7137e+02 6.3696e+02 6.8947e+02 7.4104e+02 5.9386e+02 6.7734e+02 5.8123e+02 7.5507e+02 6.4710e+02
58.9750 6.6021e+02 5.7413e+02 7.5559e+02 5.7861e+02 7.5159e+02 6.5199e+02 6.6830e+02 6.3407e+02 6.8632e+02 7.3764e+02 5.9117e+02 6.7424e+02 5.7861e+02 7.5159e+02 6.4418e+02
59.0250 6.5720e+02 5.7154e+02 7.5211e+02 5.7600e+02 7.4812e+02 6.4903e+02 6.6526e+02 6.3118e+02 6.8320e+02 7.3425e+02 5.8848e+02 6.7116e+02 5.7600e+02 7.4812e+02 6.4127e+02
