# FONLL heavy quark hadroproduction cross section, calculated on Sun May2 21:39:07 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 100.025
# ymin = -1
# ymax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
13.7250 5.0262e+05 3.8355e+05 6.7730e+05 3.9168e+05 6.7148e+05 4.7263e+05 5.3475e+05 4.7148e+05 5.3377e+05 5.9238e+05 4.4163e+05 5.5680e+05 3.9168e+05 6.7148e+05 4.2873e+05
13.7750 4.9616e+05 3.7876e+05 6.6829e+05 3.8676e+05 6.6256e+05 4.6663e+05 5.2776e+05 4.6546e+05 5.2685e+05 5.8480e+05 4.3592e+05 5.4945e+05 3.8676e+05 6.6256e+05 4.2345e+05
13.8250 4.8978e+05 3.7403e+05 6.5942e+05 3.8190e+05 6.5378e+05 4.6072e+05 5.2088e+05 4.5953e+05 5.2004e+05 5.7733e+05 4.3029e+05 5.4222e+05 3.8190e+05 6.5378e+05 4.1824e+05
13.8750 4.8350e+05 3.6938e+05 6.5068e+05 3.7712e+05 6.4513e+05 4.5490e+05 5.1411e+05 4.5369e+05 5.1332e+05 5.6997e+05 4.2475e+05 5.3510e+05 3.7712e+05 6.4513e+05 4.1311e+05
13.9250 4.7732e+05 3.6479e+05 6.4207e+05 3.7241e+05 6.3661e+05 4.4916e+05 5.0743e+05 4.4793e+05 5.0671e+05 5.6272e+05 4.1929e+05 5.2809e+05 3.7241e+05 6.3661e+05 4.0805e+05
13.9750 4.7122e+05 3.6027e+05 6.3360e+05 3.6776e+05 6.2822e+05 4.4351e+05 5.0086e+05 4.4226e+05 5.0020e+05 5.5557e+05 4.1391e+05 5.2118e+05 3.6776e+05 6.2822e+05 4.0307e+05
14.0250 4.6522e+05 3.5581e+05 6.2525e+05 3.6319e+05 6.1996e+05 4.3794e+05 4.9438e+05 4.3666e+05 4.9378e+05 5.4852e+05 4.0862e+05 5.1438e+05 3.6319e+05 6.1996e+05 3.9815e+05
14.0750 4.5930e+05 3.5142e+05 6.1703e+05 3.5868e+05 6.1182e+05 4.3245e+05 4.8800e+05 4.3116e+05 4.8745e+05 5.4158e+05 4.0340e+05 5.0768e+05 3.5868e+05 6.1182e+05 3.9330e+05
14.1250 4.5347e+05 3.4709e+05 6.0893e+05 3.5423e+05 6.0380e+05 4.2704e+05 4.8172e+05 4.2573e+05 4.8122e+05 5.3474e+05 3.9826e+05 5.0107e+05 3.5423e+05 6.0380e+05 3.8852e+05
14.1750 4.4773e+05 3.4283e+05 6.0096e+05 3.4986e+05 5.9591e+05 4.2171e+05 4.7553e+05 4.2038e+05 4.7509e+05 5.2799e+05 3.9319e+05 4.9457e+05 3.4986e+05 5.9591e+05 3.8381e+05
14.2250 4.4207e+05 3.3862e+05 5.9310e+05 3.4554e+05 5.8813e+05 4.1645e+05 4.6944e+05 4.1511e+05 4.6904e+05 5.2135e+05 3.8820e+05 4.8817e+05 3.4554e+05 5.8813e+05 3.7916e+05
14.2750 4.3650e+05 3.3448e+05 5.8536e+05 3.4128e+05 5.8047e+05 4.1127e+05 4.6343e+05 4.0991e+05 4.6308e+05 5.1480e+05 3.8329e+05 4.8186e+05 3.4128e+05 5.8047e+05 3.7458e+05
14.3250 4.3100e+05 3.3039e+05 5.7774e+05 3.3709e+05 5.7293e+05 4.0617e+05 4.5752e+05 4.0479e+05 4.5722e+05 5.0834e+05 3.7844e+05 4.7564e+05 3.3709e+05 5.7293e+05 3.7006e+05
14.3750 4.2559e+05 3.2636e+05 5.7024e+05 3.3296e+05 5.6550e+05 4.0114e+05 4.5169e+05 3.9975e+05 4.5143e+05 5.0198e+05 3.7367e+05 4.6952e+05 3.3296e+05 5.6550e+05 3.6561e+05
14.4250 4.2026e+05 3.2240e+05 5.6284e+05 3.2889e+05 5.5818e+05 3.9618e+05 4.4595e+05 3.9478e+05 4.4573e+05 4.9571e+05 3.6897e+05 4.6349e+05 3.2889e+05 5.5818e+05 3.6121e+05
14.4750 4.1500e+05 3.1848e+05 5.5556e+05 3.2488e+05 5.5096e+05 3.9129e+05 4.4029e+05 3.8988e+05 4.4012e+05 4.8953e+05 3.6434e+05 4.5755e+05 3.2488e+05 5.5096e+05 3.5688e+05
14.5250 4.0982e+05 3.1462e+05 5.4838e+05 3.2092e+05 5.4386e+05 3.8647e+05 4.3472e+05 3.8505e+05 4.3459e+05 4.8343e+05 3.5977e+05 4.5170e+05 3.2092e+05 5.4386e+05 3.5261e+05
14.5750 4.0471e+05 3.1082e+05 5.4131e+05 3.1701e+05 5.3686e+05 3.8172e+05 4.2922e+05 3.8029e+05 4.2913e+05 4.7743e+05 3.5527e+05 4.4593e+05 3.1701e+05 5.3686e+05 3.4839e+05
14.6250 3.9968e+05 3.0706e+05 5.3435e+05 3.1316e+05 5.2996e+05 3.7703e+05 4.2381e+05 3.7559e+05 4.2376e+05 4.7151e+05 3.5084e+05 4.4025e+05 3.1316e+05 5.2996e+05 3.4423e+05
14.6750 3.9472e+05 3.0336e+05 5.2749e+05 3.0937e+05 5.2316e+05 3.7242e+05 4.1848e+05 3.7096e+05 4.1846e+05 4.6567e+05 3.4647e+05 4.3465e+05 3.0937e+05 5.2316e+05 3.4013e+05
14.7250 3.8983e+05 2.9971e+05 5.2072e+05 3.0563e+05 5.1647e+05 3.6786e+05 4.1322e+05 3.6640e+05 4.1324e+05 4.5991e+05 3.4216e+05 4.2914e+05 3.0563e+05 5.1647e+05 3.3608e+05
14.7750 3.8500e+05 2.9611e+05 5.1406e+05 3.0194e+05 5.0987e+05 3.6338e+05 4.0804e+05 3.6191e+05 4.0810e+05 4.5424e+05 3.3792e+05 4.2370e+05 3.0194e+05 5.0987e+05 3.3209e+05
14.8250 3.8025e+05 2.9256e+05 5.0750e+05 2.9830e+05 5.0337e+05 3.5895e+05 4.0293e+05 3.5747e+05 4.0302e+05 4.4865e+05 3.3373e+05 4.1835e+05 2.9830e+05 5.0337e+05 3.2816e+05
14.8750 3.7557e+05 2.8906e+05 5.0103e+05 2.9471e+05 4.9697e+05 3.5459e+05 3.9790e+05 3.5310e+05 3.9803e+05 4.4313e+05 3.2961e+05 4.1307e+05 2.9471e+05 4.9697e+05 3.2428e+05
14.9250 3.7095e+05 2.8561e+05 4.9466e+05 2.9117e+05 4.9066e+05 3.5028e+05 3.9294e+05 3.4879e+05 3.9310e+05 4.3769e+05 3.2554e+05 4.0788e+05 2.9117e+05 4.9066e+05 3.2044e+05
14.9750 3.6640e+05 2.8221e+05 4.8838e+05 2.8768e+05 4.8444e+05 3.4604e+05 3.8805e+05 3.4454e+05 3.8824e+05 4.3233e+05 3.2153e+05 4.0275e+05 2.8768e+05 4.8444e+05 3.1666e+05
15.0250 3.6191e+05 2.7885e+05 4.8219e+05 2.8424e+05 4.7831e+05 3.4186e+05 3.8323e+05 3.4035e+05 3.8346e+05 4.2705e+05 3.1758e+05 3.9770e+05 2.8424e+05 4.7831e+05 3.1294e+05
15.0750 3.5748e+05 2.7553e+05 4.7610e+05 2.8085e+05 4.7227e+05 3.3773e+05 3.7848e+05 3.3622e+05 3.7874e+05 4.2184e+05 3.1369e+05 3.9273e+05 2.8085e+05 4.7227e+05 3.0926e+05
15.1250 3.5312e+05 2.7227e+05 4.7009e+05 2.7750e+05 4.6632e+05 3.3366e+05 3.7380e+05 3.3214e+05 3.7408e+05 4.1670e+05 3.0985e+05 3.8782e+05 2.7750e+05 4.6632e+05 3.0563e+05
15.1750 3.4882e+05 2.6904e+05 4.6416e+05 2.7420e+05 4.6045e+05 3.2965e+05 3.6919e+05 3.2812e+05 3.6950e+05 4.1163e+05 3.0607e+05 3.8299e+05 2.7420e+05 4.6045e+05 3.0205e+05
15.2250 3.4458e+05 2.6586e+05 4.5833e+05 2.7094e+05 4.5467e+05 3.2570e+05 3.6464e+05 3.2416e+05 3.6498e+05 4.0663e+05 3.0234e+05 3.7823e+05 2.7094e+05 4.5467e+05 2.9852e+05
15.2750 3.4039e+05 2.6273e+05 4.5258e+05 2.6773e+05 4.4897e+05 3.2180e+05 3.6015e+05 3.2025e+05 3.6052e+05 4.0170e+05 2.9866e+05 3.7353e+05 2.6773e+05 4.4897e+05 2.9503e+05
15.3250 3.3627e+05 2.5964e+05 4.4691e+05 2.6456e+05 4.4336e+05 3.1795e+05 3.5573e+05 3.1640e+05 3.5612e+05 3.9684e+05 2.9503e+05 3.6890e+05 2.6456e+05 4.4336e+05 2.9160e+05
15.3750 3.3220e+05 2.5658e+05 4.4132e+05 2.6144e+05 4.3782e+05 3.1415e+05 3.5137e+05 3.1260e+05 3.5179e+05 3.9205e+05 2.9145e+05 3.6434e+05 2.6144e+05 4.3782e+05 2.8820e+05
15.4250 3.2819e+05 2.5357e+05 4.3581e+05 2.5835e+05 4.3237e+05 3.1041e+05 3.4708e+05 3.0885e+05 3.4752e+05 3.8732e+05 2.8793e+05 3.5985e+05 2.5835e+05 4.3237e+05 2.8486e+05
15.4750 3.2424e+05 2.5060e+05 4.3039e+05 2.5531e+05 4.2699e+05 3.0672e+05 3.4284e+05 3.0516e+05 3.4331e+05 3.8266e+05 2.8445e+05 3.5542e+05 2.5531e+05 4.2699e+05 2.8155e+05
15.5250 3.2034e+05 2.4767e+05 4.2504e+05 2.5231e+05 4.2169e+05 3.0308e+05 3.3866e+05 3.0151e+05 3.3916e+05 3.7807e+05 2.8102e+05 3.5105e+05 2.5231e+05 4.2169e+05 2.7830e+05
15.5750 3.1650e+05 2.4478e+05 4.1976e+05 2.4935e+05 4.1646e+05 2.9949e+05 3.3454e+05 2.9792e+05 3.3506e+05 3.7353e+05 2.7764e+05 3.4674e+05 2.4935e+05 4.1646e+05 2.7508e+05
15.6250 3.1270e+05 2.4193e+05 4.1456e+05 2.4644e+05 4.1131e+05 2.9595e+05 3.3048e+05 2.9437e+05 3.3102e+05 3.6906e+05 2.7431e+05 3.4250e+05 2.4644e+05 4.1131e+05 2.7191e+05
15.6750 3.0896e+05 2.3912e+05 4.0944e+05 2.4356e+05 4.0624e+05 2.9245e+05 3.2648e+05 2.9088e+05 3.2704e+05 3.6465e+05 2.7103e+05 3.3831e+05 2.4356e+05 4.0624e+05 2.6878e+05
15.7250 3.0528e+05 2.3635e+05 4.0439e+05 2.4072e+05 4.0123e+05 2.8901e+05 3.2253e+05 2.8743e+05 3.2311e+05 3.6030e+05 2.6779e+05 3.3418e+05 2.4072e+05 4.0123e+05 2.6568e+05
15.7750 3.0164e+05 2.3361e+05 3.9941e+05 2.3791e+05 3.9630e+05 2.8561e+05 3.1864e+05 2.8402e+05 3.1924e+05 3.5601e+05 2.6459e+05 3.3012e+05 2.3791e+05 3.9630e+05 2.6264e+05
15.8250 2.9805e+05 2.3090e+05 3.9450e+05 2.3515e+05 3.9143e+05 2.8225e+05 3.1480e+05 2.8067e+05 3.1542e+05 3.5178e+05 2.6144e+05 3.2611e+05 2.3515e+05 3.9143e+05 2.5963e+05
15.8750 2.9452e+05 2.2824e+05 3.8966e+05 2.3242e+05 3.8664e+05 2.7894e+05 3.1101e+05 2.7736e+05 3.1166e+05 3.4760e+05 2.5833e+05 3.2215e+05 2.3242e+05 3.8664e+05 2.5666e+05
15.9250 2.9102e+05 2.2561e+05 3.8489e+05 2.2973e+05 3.8191e+05 2.7568e+05 3.0728e+05 2.7409e+05 3.0794e+05 3.4348e+05 2.5526e+05 3.1825e+05 2.2973e+05 3.8191e+05 2.5373e+05
15.9750 2.8758e+05 2.2301e+05 3.8018e+05 2.2708e+05 3.7724e+05 2.7246e+05 3.0360e+05 2.7087e+05 3.0428e+05 3.3942e+05 2.5224e+05 3.1441e+05 2.2708e+05 3.7724e+05 2.5084e+05
16.0250 2.8419e+05 2.2045e+05 3.7554e+05 2.2446e+05 3.7265e+05 2.6929e+05 2.9997e+05 2.6769e+05 3.0067e+05 3.3542e+05 2.4926e+05 3.1062e+05 2.2446e+05 3.7265e+05 2.4798e+05
16.0750 2.8084e+05 2.1793e+05 3.7097e+05 2.2187e+05 3.6812e+05 2.6615e+05 2.9639e+05 2.6456e+05 2.9710e+05 3.3146e+05 2.4632e+05 3.0688e+05 2.2187e+05 3.6812e+05 2.4516e+05
16.1250 2.7754e+05 2.1543e+05 3.6646e+05 2.1932e+05 3.6365e+05 2.6306e+05 2.9286e+05 2.6146e+05 2.9359e+05 3.2756e+05 2.4342e+05 3.0320e+05 2.1932e+05 3.6365e+05 2.4238e+05
16.1750 2.7428e+05 2.1297e+05 3.6202e+05 2.1680e+05 3.5924e+05 2.6001e+05 2.8937e+05 2.5841e+05 2.9012e+05 3.2371e+05 2.4056e+05 2.9956e+05 2.1680e+05 3.5924e+05 2.3964e+05
16.2250 2.7106e+05 2.1054e+05 3.5763e+05 2.1432e+05 3.5490e+05 2.5700e+05 2.8594e+05 2.5540e+05 2.8670e+05 3.1992e+05 2.3773e+05 2.9598e+05 2.1432e+05 3.5490e+05 2.3693e+05
16.2750 2.6789e+05 2.0815e+05 3.5331e+05 2.1187e+05 3.5061e+05 2.5403e+05 2.8255e+05 2.5243e+05 2.8333e+05 3.1617e+05 2.3495e+05 2.9244e+05 2.1187e+05 3.5061e+05 2.3426e+05
16.3250 2.6476e+05 2.0578e+05 3.4905e+05 2.0945e+05 3.4639e+05 2.5110e+05 2.7921e+05 2.4950e+05 2.8001e+05 3.1248e+05 2.3220e+05 2.8896e+05 2.0945e+05 3.4639e+05 2.3162e+05
16.3750 2.6168e+05 2.0345e+05 3.4484e+05 2.0707e+05 3.4222e+05 2.4821e+05 2.7591e+05 2.4661e+05 2.7672e+05 3.0883e+05 2.2950e+05 2.8552e+05 2.0707e+05 3.4222e+05 2.2901e+05
16.4250 2.5863e+05 2.0115e+05 3.4070e+05 2.0471e+05 3.3811e+05 2.4536e+05 2.7266e+05 2.4376e+05 2.7349e+05 3.0524e+05 2.2682e+05 2.8213e+05 2.0471e+05 3.3811e+05 2.2644e+05
16.4750 2.5563e+05 1.9887e+05 3.3661e+05 2.0239e+05 3.3406e+05 2.4254e+05 2.6945e+05 2.4095e+05 2.7029e+05 3.0169e+05 2.2419e+05 2.7879e+05 2.0239e+05 3.3406e+05 2.2391e+05
16.5250 2.5266e+05 1.9663e+05 3.3258e+05 2.0010e+05 3.3007e+05 2.3977e+05 2.6629e+05 2.3817e+05 2.6714e+05 2.9819e+05 2.2159e+05 2.7549e+05 2.0010e+05 3.3007e+05 2.2140e+05
16.5750 2.4974e+05 1.9442e+05 3.2860e+05 1.9783e+05 3.2612e+05 2.3703e+05 2.6317e+05 2.3543e+05 2.6404e+05 2.9473e+05 2.1902e+05 2.7224e+05 1.9783e+05 3.2612e+05 2.1893e+05
16.6250 2.4685e+05 1.9223e+05 3.2468e+05 1.9560e+05 3.2224e+05 2.3432e+05 2.6009e+05 2.3272e+05 2.6097e+05 2.9132e+05 2.1649e+05 2.6903e+05 1.9560e+05 3.2224e+05 2.1649e+05
16.6750 2.4401e+05 1.9007e+05 3.2082e+05 1.9340e+05 3.1840e+05 2.3165e+05 2.5706e+05 2.3006e+05 2.5795e+05 2.8796e+05 2.1399e+05 2.6587e+05 1.9340e+05 3.1840e+05 2.1408e+05
16.7250 2.4120e+05 1.8795e+05 3.1700e+05 1.9122e+05 3.1462e+05 2.2902e+05 2.5406e+05 2.2742e+05 2.5496e+05 2.8464e+05 2.1153e+05 2.6275e+05 1.9122e+05 3.1462e+05 2.1170e+05
16.7750 2.3843e+05 1.8584e+05 3.1324e+05 1.8908e+05 3.1090e+05 2.2642e+05 2.5110e+05 2.2483e+05 2.5202e+05 2.8136e+05 2.0910e+05 2.5967e+05 1.8908e+05 3.1090e+05 2.0935e+05
16.8250 2.3569e+05 1.8377e+05 3.0953e+05 1.8696e+05 3.0722e+05 2.2385e+05 2.4819e+05 2.2226e+05 2.4911e+05 2.7813e+05 2.0670e+05 2.5663e+05 1.8696e+05 3.0722e+05 2.0703e+05
16.8750 2.3300e+05 1.8172e+05 3.0587e+05 1.8486e+05 3.0359e+05 2.2132e+05 2.4531e+05 2.1973e+05 2.4625e+05 2.7494e+05 2.0433e+05 2.5364e+05 1.8486e+05 3.0359e+05 2.0474e+05
16.9250 2.3033e+05 1.7970e+05 3.0226e+05 1.8280e+05 3.0001e+05 2.1882e+05 2.4247e+05 2.1724e+05 2.4342e+05 2.7179e+05 2.0200e+05 2.5068e+05 1.8280e+05 3.0001e+05 2.0249e+05
16.9750 2.2770e+05 1.7771e+05 2.9870e+05 1.8076e+05 2.9648e+05 2.1636e+05 2.3967e+05 2.1477e+05 2.4063e+05 2.6868e+05 1.9969e+05 2.4777e+05 1.8076e+05 2.9648e+05 2.0026e+05
17.0250 2.2511e+05 1.7574e+05 2.9519e+05 1.7875e+05 2.9300e+05 2.1392e+05 2.3691e+05 2.1234e+05 2.3787e+05 2.6562e+05 1.9742e+05 2.4489e+05 1.7875e+05 2.9300e+05 1.9805e+05
17.0750 2.2255e+05 1.7380e+05 2.9173e+05 1.7677e+05 2.8956e+05 2.1152e+05 2.3418e+05 2.0994e+05 2.3516e+05 2.6259e+05 1.9518e+05 2.4206e+05 1.7677e+05 2.8956e+05 1.9588e+05
17.1250 2.2003e+05 1.7188e+05 2.8831e+05 1.7481e+05 2.8618e+05 2.0915e+05 2.3149e+05 2.0757e+05 2.3248e+05 2.5960e+05 1.9296e+05 2.3926e+05 1.7481e+05 2.8618e+05 1.9373e+05
17.1750 2.1753e+05 1.6998e+05 2.8494e+05 1.7287e+05 2.8283e+05 2.0681e+05 2.2884e+05 2.0523e+05 2.2983e+05 2.5666e+05 1.9078e+05 2.3650e+05 1.7287e+05 2.8283e+05 1.9161e+05
17.2250 2.1508e+05 1.6811e+05 2.8161e+05 1.7096e+05 2.7954e+05 2.0450e+05 2.2622e+05 2.0292e+05 2.2722e+05 2.5375e+05 1.8862e+05 2.3377e+05 1.7096e+05 2.7954e+05 1.8952e+05
17.2750 2.1265e+05 1.6627e+05 2.7833e+05 1.6908e+05 2.7628e+05 2.0222e+05 2.2364e+05 2.0065e+05 2.2464e+05 2.5088e+05 1.8649e+05 2.3108e+05 1.6908e+05 2.7628e+05 1.8745e+05
17.3250 2.1025e+05 1.6445e+05 2.7509e+05 1.6722e+05 2.7307e+05 1.9996e+05 2.2108e+05 1.9840e+05 2.2210e+05 2.4804e+05 1.8439e+05 2.2843e+05 1.6722e+05 2.7307e+05 1.8541e+05
17.3750 2.0789e+05 1.6265e+05 2.7190e+05 1.6538e+05 2.6991e+05 1.9774e+05 2.1857e+05 1.9618e+05 2.1959e+05 2.4524e+05 1.8232e+05 2.2582e+05 1.6538e+05 2.6991e+05 1.8340e+05
17.4250 2.0555e+05 1.6087e+05 2.6875e+05 1.6357e+05 2.6678e+05 1.9555e+05 2.1608e+05 1.9399e+05 2.1711e+05 2.4248e+05 1.8028e+05 2.2323e+05 1.6357e+05 2.6678e+05 1.8141e+05
17.4750 2.0325e+05 1.5912e+05 2.6564e+05 1.6178e+05 2.6370e+05 1.9338e+05 2.1363e+05 1.9182e+05 2.1467e+05 2.3976e+05 1.7826e+05 2.2068e+05 1.6178e+05 2.6370e+05 1.7944e+05
17.5250 2.0098e+05 1.5739e+05 2.6257e+05 1.6001e+05 2.6066e+05 1.9124e+05 2.1122e+05 1.8969e+05 2.1226e+05 2.3706e+05 1.7627e+05 2.1817e+05 1.6001e+05 2.6066e+05 1.7750e+05
17.5750 1.9873e+05 1.5568e+05 2.5955e+05 1.5827e+05 2.5766e+05 1.8913e+05 2.0883e+05 1.8758e+05 2.0988e+05 2.3441e+05 1.7430e+05 2.1569e+05 1.5827e+05 2.5766e+05 1.7559e+05
17.6250 1.9652e+05 1.5399e+05 2.5656e+05 1.5654e+05 2.5470e+05 1.8705e+05 2.0647e+05 1.8550e+05 2.0753e+05 2.3179e+05 1.7236e+05 2.1324e+05 1.5654e+05 2.5470e+05 1.7370e+05
17.6750 1.9433e+05 1.5232e+05 2.5362e+05 1.5484e+05 2.5178e+05 1.8499e+05 2.0415e+05 1.8345e+05 2.0521e+05 2.2920e+05 1.7044e+05 2.1082e+05 1.5484e+05 2.5178e+05 1.7183e+05
17.7250 1.9217e+05 1.5068e+05 2.5071e+05 1.5317e+05 2.4890e+05 1.8296e+05 2.0185e+05 1.8142e+05 2.0292e+05 2.2664e+05 1.6855e+05 2.0844e+05 1.5317e+05 2.4890e+05 1.6999e+05
17.7750 1.9004e+05 1.4905e+05 2.4784e+05 1.5151e+05 2.4605e+05 1.8096e+05 1.9959e+05 1.7942e+05 2.0066e+05 2.2412e+05 1.6668e+05 2.0609e+05 1.5151e+05 2.4605e+05 1.6816e+05
17.8250 1.8794e+05 1.4745e+05 2.4501e+05 1.4987e+05 2.4324e+05 1.7898e+05 1.9735e+05 1.7745e+05 1.9843e+05 2.2163e+05 1.6484e+05 2.0377e+05 1.4987e+05 2.4324e+05 1.6637e+05
17.8750 1.8586e+05 1.4586e+05 2.4222e+05 1.4825e+05 2.4047e+05 1.7702e+05 1.9515e+05 1.7550e+05 1.9622e+05 2.1917e+05 1.6302e+05 2.0147e+05 1.4825e+05 2.4047e+05 1.6459e+05
17.9250 1.8381e+05 1.4430e+05 2.3946e+05 1.4666e+05 2.3774e+05 1.7509e+05 1.9297e+05 1.7357e+05 1.9405e+05 2.1675e+05 1.6123e+05 1.9921e+05 1.4666e+05 2.3774e+05 1.6283e+05
17.9750 1.8179e+05 1.4275e+05 2.3674e+05 1.4508e+05 2.3504e+05 1.7319e+05 1.9082e+05 1.7167e+05 1.9191e+05 2.1435e+05 1.5946e+05 1.9698e+05 1.4508e+05 2.3504e+05 1.6110e+05
18.0250 1.7979e+05 1.4123e+05 2.3406e+05 1.4352e+05 2.3238e+05 1.7130e+05 1.8870e+05 1.6979e+05 1.8979e+05 2.1199e+05 1.5771e+05 1.9478e+05 1.4352e+05 2.3238e+05 1.5939e+05
18.0750 1.7782e+05 1.3972e+05 2.3141e+05 1.4199e+05 2.2975e+05 1.6945e+05 1.8660e+05 1.6794e+05 1.8770e+05 2.0965e+05 1.5598e+05 1.9260e+05 1.4199e+05 2.2975e+05 1.5770e+05
18.1250 1.7587e+05 1.3823e+05 2.2879e+05 1.4047e+05 2.2716e+05 1.6761e+05 1.8454e+05 1.6611e+05 1.8563e+05 2.0735e+05 1.5427e+05 1.9045e+05 1.4047e+05 2.2716e+05 1.5603e+05
18.1750 1.7395e+05 1.3676e+05 2.2621e+05 1.3897e+05 2.2460e+05 1.6580e+05 1.8249e+05 1.6430e+05 1.8359e+05 2.0507e+05 1.5259e+05 1.8833e+05 1.3897e+05 2.2460e+05 1.5438e+05
18.2250 1.7205e+05 1.3531e+05 2.2366e+05 1.3749e+05 2.2207e+05 1.6401e+05 1.8048e+05 1.6252e+05 1.8158e+05 2.0282e+05 1.5093e+05 1.8624e+05 1.3749e+05 2.2207e+05 1.5275e+05
18.2750 1.7018e+05 1.3388e+05 2.2115e+05 1.3603e+05 2.1958e+05 1.6225e+05 1.7849e+05 1.6076e+05 1.7960e+05 2.0060e+05 1.4928e+05 1.8418e+05 1.3603e+05 2.1958e+05 1.5114e+05
18.3250 1.6832e+05 1.3246e+05 2.1867e+05 1.3458e+05 2.1712e+05 1.6050e+05 1.7653e+05 1.5902e+05 1.7763e+05 1.9841e+05 1.4766e+05 1.8214e+05 1.3458e+05 2.1712e+05 1.4955e+05
18.3750 1.6650e+05 1.3106e+05 2.1622e+05 1.3316e+05 2.1469e+05 1.5878e+05 1.7459e+05 1.5730e+05 1.7570e+05 1.9625e+05 1.4606e+05 1.8013e+05 1.3316e+05 2.1469e+05 1.4798e+05
18.4250 1.6469e+05 1.2968e+05 2.1380e+05 1.3175e+05 2.1229e+05 1.5708e+05 1.7268e+05 1.5561e+05 1.7378e+05 1.9412e+05 1.4448e+05 1.7814e+05 1.3175e+05 2.1229e+05 1.4643e+05
18.4750 1.6291e+05 1.2831e+05 2.1142e+05 1.3036e+05 2.0992e+05 1.5540e+05 1.7079e+05 1.5393e+05 1.7190e+05 1.9201e+05 1.4292e+05 1.7618e+05 1.3036e+05 2.0992e+05 1.4489e+05
18.5250 1.6115e+05 1.2697e+05 2.0906e+05 1.2898e+05 2.0758e+05 1.5374e+05 1.6892e+05 1.5228e+05 1.7003e+05 1.8992e+05 1.4138e+05 1.7424e+05 1.2898e+05 2.0758e+05 1.4338e+05
18.5750 1.5942e+05 1.2563e+05 2.0673e+05 1.2762e+05 2.0528e+05 1.5210e+05 1.6708e+05 1.5065e+05 1.6819e+05 1.8787e+05 1.3986e+05 1.7233e+05 1.2762e+05 2.0528e+05 1.4188e+05
18.6250 1.5770e+05 1.2432e+05 2.0444e+05 1.2628e+05 2.0300e+05 1.5048e+05 1.6526e+05 1.4903e+05 1.6638e+05 1.8584e+05 1.3836e+05 1.7044e+05 1.2628e+05 2.0300e+05 1.4041e+05
18.6750 1.5601e+05 1.2302e+05 2.0217e+05 1.2496e+05 2.0075e+05 1.4888e+05 1.6347e+05 1.4744e+05 1.6458e+05 1.8383e+05 1.3688e+05 1.6858e+05 1.2496e+05 2.0075e+05 1.3894e+05
18.7250 1.5433e+05 1.2173e+05 1.9994e+05 1.2365e+05 1.9853e+05 1.4730e+05 1.6169e+05 1.4587e+05 1.6281e+05 1.8185e+05 1.3541e+05 1.6674e+05 1.2365e+05 1.9853e+05 1.3750e+05
18.7750 1.5268e+05 1.2047e+05 1.9773e+05 1.2236e+05 1.9634e+05 1.4574e+05 1.5994e+05 1.4432e+05 1.6106e+05 1.7990e+05 1.3396e+05 1.6492e+05 1.2236e+05 1.9634e+05 1.3608e+05
18.8250 1.5105e+05 1.1921e+05 1.9555e+05 1.2108e+05 1.9418e+05 1.4420e+05 1.5821e+05 1.4278e+05 1.5933e+05 1.7796e+05 1.3254e+05 1.6313e+05 1.2108e+05 1.9418e+05 1.3467e+05
18.8750 1.4944e+05 1.1798e+05 1.9339e+05 1.1982e+05 1.9204e+05 1.4268e+05 1.5651e+05 1.4126e+05 1.5762e+05 1.7606e+05 1.3112e+05 1.6136e+05 1.1982e+05 1.9204e+05 1.3328e+05
18.9250 1.4785e+05 1.1675e+05 1.9127e+05 1.1857e+05 1.8993e+05 1.4118e+05 1.5482e+05 1.3977e+05 1.5594e+05 1.7417e+05 1.2973e+05 1.5961e+05 1.1857e+05 1.8993e+05 1.3190e+05
18.9750 1.4628e+05 1.1554e+05 1.8917e+05 1.1734e+05 1.8785e+05 1.3970e+05 1.5316e+05 1.3829e+05 1.5427e+05 1.7231e+05 1.2836e+05 1.5788e+05 1.1734e+05 1.8785e+05 1.3054e+05
19.0250 1.4472e+05 1.1435e+05 1.8710e+05 1.1612e+05 1.8580e+05 1.3823e+05 1.5151e+05 1.3683e+05 1.5263e+05 1.7047e+05 1.2700e+05 1.5618e+05 1.1612e+05 1.8580e+05 1.2920e+05
19.0750 1.4319e+05 1.1317e+05 1.8505e+05 1.1492e+05 1.8377e+05 1.3678e+05 1.4989e+05 1.3539e+05 1.5100e+05 1.6866e+05 1.2565e+05 1.5450e+05 1.1492e+05 1.8377e+05 1.2788e+05
19.1250 1.4168e+05 1.1200e+05 1.8303e+05 1.1373e+05 1.8176e+05 1.3535e+05 1.4829e+05 1.3396e+05 1.4940e+05 1.6686e+05 1.2433e+05 1.5283e+05 1.1373e+05 1.8176e+05 1.2656e+05
